protein1 protein2 experimental database textmining combined_score
362663.ECP_3062 362663.ECP_2321 295 706 0 783
362663.ECP_3062 362663.ECP_0484 291 0 0 290
362663.ECP_3062 362663.ECP_0491 291 0 0 290
362663.ECP_3062 362663.ECP_3603 290 549 0 666
362663.ECP_3062 362663.ECP_3627 292 0 0 292
362663.ECP_3062 362663.ECP_3454 213 0 0 213
362663.ECP_3062 362663.ECP_2565 369 0 0 369
362663.ECP_3062 362663.ECP_0707 291 0 0 290
362663.ECP_3062 362663.ECP_1943 291 186 657 784
362663.ECP_3062 362663.ECP_0973 225 0 0 224
362663.ECP_3062 362663.ECP_0100 285 0 0 284
362663.ECP_3062 362663.ECP_4075 266 0 0 266
362663.ECP_3062 362663.ECP_0786 189 0 0 189
362663.ECP_3062 362663.ECP_1084 292 0 137 362
362663.ECP_3062 362663.ECP_2326 295 697 0 777
362663.ECP_3062 362663.ECP_1979 291 0 591 697
362663.ECP_3062 362663.ECP_3407 218 0 0 218
362663.ECP_3062 362663.ECP_0188 294 0 137 364
362663.ECP_3062 362663.ECP_3272 266 0 0 266
362663.ECP_3062 362663.ECP_0059 213 0 0 213
362663.ECP_3062 362663.ECP_2325 985 960 0 999
362663.ECP_3062 362663.ECP_3389 293 0 0 293
362663.ECP_3062 362663.ECP_3387 225 0 0 224
362663.ECP_3062 362663.ECP_3498 291 0 0 290
362663.ECP_3062 362663.ECP_2849 188 0 263 375
362663.ECP_3062 362663.ECP_0884 290 549 0 666
362663.ECP_3062 362663.ECP_2300 249 0 0 248
362663.ECP_3062 362663.ECP_1380 290 549 0 666
362663.ECP_3062 362663.ECP_2327 295 706 0 783
362663.ECP_3062 362663.ECP_0907 367 0 0 367
362663.ECP_3062 362663.ECP_2535 294 0 106 341
362663.ECP_3062 362663.ECP_0084 266 0 0 266
362663.ECP_3062 362663.ECP_2316 295 681 0 765
362663.ECP_3062 362663.ECP_1083 0 0 206 206
362663.ECP_3062 362663.ECP_2324 295 704 0 782
362663.ECP_3062 362663.ECP_4425 189 0 0 189
362663.ECP_3062 362663.ECP_4412 213 0 0 213
362663.ECP_3062 362663.ECP_3273 294 0 0 294
362663.ECP_3063 362663.ECP_0499 105 0 92 152
362663.ECP_3063 362663.ECP_4472 178 0 0 177
362663.ECP_3063 362663.ECP_0536 0 0 205 205
362663.ECP_3063 362663.ECP_2586 58 0 270 282
362663.ECP_3063 362663.ECP_4422 178 0 0 177
362663.ECP_3064 362663.ECP_3287 916 0 482 954
362663.ECP_3064 362663.ECP_3288 139 0 480 533
362663.ECP_3064 362663.ECP_4510 733 898 253 977
362663.ECP_3064 362663.ECP_3065 733 979 253 995
362663.ECP_3064 362663.ECP_3289 934 913 484 996
362663.ECP_3064 362663.ECP_3281 97 518 0 546
362663.ECP_3065 362663.ECP_3281 82 531 0 551
362663.ECP_3065 362663.ECP_3064 733 979 253 995
362663.ECP_3065 362663.ECP_3287 870 0 475 928
362663.ECP_3065 362663.ECP_3288 174 0 281 380
362663.ECP_3065 362663.ECP_4511 733 898 253 977
362663.ECP_3065 362663.ECP_3289 934 914 484 996
362663.ECP_3068 362663.ECP_2100 0 0 455 455
362663.ECP_3068 362663.ECP_2102 81 0 129 165
362663.ECP_3069 362663.ECP_2726 276 0 0 276
362663.ECP_3070 362663.ECP_2726 276 0 0 276
362663.ECP_3071 362663.ECP_2726 276 0 0 276
362663.ECP_3072 362663.ECP_3298 0 0 170 169
362663.ECP_3072 362663.ECP_3927 0 0 423 422
362663.ECP_3072 362663.ECP_0459 0 0 170 169
362663.ECP_3072 362663.ECP_0458 0 0 274 274
362663.ECP_3072 362663.ECP_3923 0 0 497 497
362663.ECP_3073 362663.ECP_3974 267 0 0 267
362663.ECP_3073 362663.ECP_0042 199 0 0 199
362663.ECP_3073 362663.ECP_4120 199 0 0 199
362663.ECP_3074 362663.ECP_4507 153 0 42 153
362663.ECP_3074 362663.ECP_2109 152 0 54 163
362663.ECP_3074 362663.ECP_0024 152 525 51 584
362663.ECP_3074 362663.ECP_3747 291 0 0 290
362663.ECP_3074 362663.ECP_3157 244 0 0 243
362663.ECP_3074 362663.ECP_1822 152 543 0 595
362663.ECP_3074 362663.ECP_0672 139 525 70 586
362663.ECP_3074 362663.ECP_4373 156 507 42 566
362663.ECP_3074 362663.ECP_0834 159 0 0 158
362663.ECP_3074 362663.ECP_0954 159 0 0 158
362663.ECP_3074 362663.ECP_3383 291 0 54 300
362663.ECP_3074 362663.ECP_0014 152 0 93 197
362663.ECP_3074 362663.ECP_3430 152 0 0 151
362663.ECP_3074 362663.ECP_3443 159 0 0 158
362663.ECP_3074 362663.ECP_2422 153 501 0 559
362663.ECP_3074 362663.ECP_0154 153 501 0 559
362663.ECP_3074 362663.ECP_0204 215 535 43 620
362663.ECP_3074 362663.ECP_4200 291 0 0 290
362663.ECP_3074 362663.ECP_4777 159 0 0 158
362663.ECP_3074 362663.ECP_2531 152 0 54 163
362663.ECP_3074 362663.ECP_1710 152 0 54 163
362663.ECP_3074 362663.ECP_3554 244 0 0 243
362663.ECP_3074 362663.ECP_4201 291 0 0 290
362663.ECP_3074 362663.ECP_0700 153 501 0 559
362663.ECP_3074 362663.ECP_0325 156 507 42 566
362663.ECP_3074 362663.ECP_2152 215 524 54 615
362663.ECP_3074 362663.ECP_1481 266 0 0 266
362663.ECP_3074 362663.ECP_0941 215 535 0 619
362663.ECP_3074 362663.ECP_2722 244 0 0 243
362663.ECP_3074 362663.ECP_2883 156 507 42 566
362663.ECP_3075 362663.ECP_3554 244 0 0 243
362663.ECP_3075 362663.ECP_0325 156 507 42 566
362663.ECP_3075 362663.ECP_2152 215 524 54 615
362663.ECP_3075 362663.ECP_0700 153 501 0 559
362663.ECP_3075 362663.ECP_4201 291 0 0 290
362663.ECP_3075 362663.ECP_0941 215 535 0 619
362663.ECP_3075 362663.ECP_1481 266 0 0 266
362663.ECP_3075 362663.ECP_4507 153 0 42 153
362663.ECP_3075 362663.ECP_2883 156 507 42 566
362663.ECP_3075 362663.ECP_2722 244 0 0 243
362663.ECP_3075 362663.ECP_1710 152 0 54 163
362663.ECP_3075 362663.ECP_4777 159 0 0 158
362663.ECP_3075 362663.ECP_4200 291 0 0 290
362663.ECP_3075 362663.ECP_2531 152 0 54 163
362663.ECP_3075 362663.ECP_3443 159 0 0 158
362663.ECP_3075 362663.ECP_3430 152 0 0 151
362663.ECP_3075 362663.ECP_2422 153 501 0 559
362663.ECP_3075 362663.ECP_0014 152 0 93 197
362663.ECP_3075 362663.ECP_0204 215 535 43 620
362663.ECP_3075 362663.ECP_0154 153 501 0 559
362663.ECP_3075 362663.ECP_0672 139 525 70 586
362663.ECP_3075 362663.ECP_1822 152 543 0 595
362663.ECP_3075 362663.ECP_0024 152 525 51 584
362663.ECP_3075 362663.ECP_2109 152 0 54 163
362663.ECP_3075 362663.ECP_3157 244 0 0 243
362663.ECP_3075 362663.ECP_3747 291 0 0 290
362663.ECP_3075 362663.ECP_3383 291 0 54 300
362663.ECP_3075 362663.ECP_0954 159 0 0 158
362663.ECP_3075 362663.ECP_4373 156 507 42 566
362663.ECP_3075 362663.ECP_0834 159 0 0 158
362663.ECP_3076 362663.ECP_3080 267 0 348 501
362663.ECP_3076 362663.ECP_2672 237 0 244 398
362663.ECP_3076 362663.ECP_2684 306 0 274 474
362663.ECP_3076 362663.ECP_0978 222 0 145 306
362663.ECP_3076 362663.ECP_2693 319 0 303 505
362663.ECP_3076 362663.ECP_2692 362 0 813 875
362663.ECP_3076 362663.ECP_2689 0 0 242 241
362663.ECP_3077 362663.ECP_2690 173 0 474 546
362663.ECP_3077 362663.ECP_3080 248 0 0 248
362663.ECP_3077 362663.ECP_3438 141 0 239 318
362663.ECP_3077 362663.ECP_2100 248 0 0 248
362663.ECP_3077 362663.ECP_0978 248 0 0 248
362663.ECP_3077 362663.ECP_2684 273 0 0 273
362663.ECP_3077 362663.ECP_2672 0 0 256 256
362663.ECP_3077 362663.ECP_2151 248 0 0 248
362663.ECP_3077 362663.ECP_0026 114 0 145 210
362663.ECP_3078 362663.ECP_3083 269 0 261 436
362663.ECP_3078 362663.ECP_3172 294 0 162 383
362663.ECP_3078 362663.ECP_0980 268 0 0 268
362663.ECP_3078 362663.ECP_2671 294 0 134 362
362663.ECP_3078 362663.ECP_0977 156 0 230 322
362663.ECP_3078 362663.ECP_2142 293 0 0 293
362663.ECP_3078 362663.ECP_3079 284 0 0 284
362663.ECP_3079 362663.ECP_0979 206 0 0 206
362663.ECP_3079 362663.ECP_0977 59 0 145 161
362663.ECP_3079 362663.ECP_0978 58 0 243 256
362663.ECP_3079 362663.ECP_3083 59 0 145 161
362663.ECP_3079 362663.ECP_1101 279 0 0 279
362663.ECP_3079 362663.ECP_3078 284 0 0 284
362663.ECP_3079 362663.ECP_0766 279 0 0 279
362663.ECP_3079 362663.ECP_3080 58 0 612 618
362663.ECP_3080 362663.ECP_2689 248 0 0 248
362663.ECP_3080 362663.ECP_3079 58 0 612 618
362663.ECP_3080 362663.ECP_0977 417 740 263 878
362663.ECP_3080 362663.ECP_2692 267 0 0 267
362663.ECP_3080 362663.ECP_3076 267 0 348 501
362663.ECP_3080 362663.ECP_2691 139 0 145 232
362663.ECP_3080 362663.ECP_0375 266 0 0 266
362663.ECP_3080 362663.ECP_3083 477 740 861 979
362663.ECP_3080 362663.ECP_0980 58 0 222 235
362663.ECP_3080 362663.ECP_2517 332 0 0 332
362663.ECP_3080 362663.ECP_3282 262 0 0 262
362663.ECP_3080 362663.ECP_3077 248 0 0 248
362663.ECP_3080 362663.ECP_2680 58 0 221 234
362663.ECP_3080 362663.ECP_0979 367 908 268 953
362663.ECP_3081 362663.ECP_0995 294 305 130 535
362663.ECP_3081 362663.ECP_3654 294 305 130 535
362663.ECP_3081 362663.ECP_0909 294 273 128 513
362663.ECP_3081 362663.ECP_1801 947 0 0 947
362663.ECP_3081 362663.ECP_1474 294 305 130 535
362663.ECP_3081 362663.ECP_2246 294 273 128 513
362663.ECP_3081 362663.ECP_0908 294 305 130 535
362663.ECP_3081 362663.ECP_3082 294 473 275 706
362663.ECP_3081 362663.ECP_1497 294 305 130 535
362663.ECP_3081 362663.ECP_4105 294 562 202 731
362663.ECP_3081 362663.ECP_2247 294 305 130 535
362663.ECP_3081 362663.ECP_1621 294 273 128 513
362663.ECP_3081 362663.ECP_1476 294 562 232 741
362663.ECP_3081 362663.ECP_4305 294 273 128 513
362663.ECP_3081 362663.ECP_1475 294 644 489 860
362663.ECP_3081 362663.ECP_1618 294 273 128 513
362663.ECP_3082 362663.ECP_1497 271 538 54 653
362663.ECP_3082 362663.ECP_1801 294 0 0 294
362663.ECP_3082 362663.ECP_1475 915 921 244 994
362663.ECP_3082 362663.ECP_3081 294 473 275 706
362663.ECP_3082 362663.ECP_0995 271 538 54 653
362663.ECP_3082 362663.ECP_1474 271 538 54 653
362663.ECP_3082 362663.ECP_3654 271 538 223 715
362663.ECP_3082 362663.ECP_2247 271 538 54 653
362663.ECP_3082 362663.ECP_3083 105 0 522 553
362663.ECP_3082 362663.ECP_0977 97 0 399 434
362663.ECP_3082 362663.ECP_0908 271 538 221 714
362663.ECP_3082 362663.ECP_4104 244 559 131 684
362663.ECP_3082 362663.ECP_4103 167 0 0 167
362663.ECP_3082 362663.ECP_1477 244 559 131 684
362663.ECP_3082 362663.ECP_0910 0 538 139 585
362663.ECP_3083 362663.ECP_3079 59 0 145 161
362663.ECP_3083 362663.ECP_2692 203 0 0 203
362663.ECP_3083 362663.ECP_3078 269 0 261 436
362663.ECP_3083 362663.ECP_0977 56 580 481 776
362663.ECP_3083 362663.ECP_2248 184 0 0 183
362663.ECP_3083 362663.ECP_0978 417 740 500 917
362663.ECP_3083 362663.ECP_0982 133 0 254 325
362663.ECP_3083 362663.ECP_0497 199 0 0 199
362663.ECP_3083 362663.ECP_4105 81 0 222 254
362663.ECP_3083 362663.ECP_3082 105 0 522 553
362663.ECP_3083 362663.ECP_0980 59 0 145 161
362663.ECP_3083 362663.ECP_0979 367 856 0 904
362663.ECP_3083 362663.ECP_2680 58 0 137 152
362663.ECP_3083 362663.ECP_3080 477 740 861 979
362663.ECP_3083 362663.ECP_2670 133 0 130 213
362663.ECP_3083 362663.ECP_1476 81 0 243 274
362663.ECP_3085 362663.ECP_4040 280 0 0 280
362663.ECP_3085 362663.ECP_2510 242 0 0 241
362663.ECP_3085 362663.ECP_4461 166 0 0 165
362663.ECP_3085 362663.ECP_0105 242 0 0 241
362663.ECP_3085 362663.ECP_3713 271 0 0 271
362663.ECP_3085 362663.ECP_0421 280 0 0 280
362663.ECP_3085 362663.ECP_3437 166 0 0 165
362663.ECP_3086 362663.ECP_3106 199 0 0 199
362663.ECP_3086 362663.ECP_1485 148 203 0 291
362663.ECP_3088 362663.ECP_1979 108 615 219 708
362663.ECP_3088 362663.ECP_3337 89 161 88 242
362663.ECP_3088 362663.ECP_4059 274 0 0 274
362663.ECP_3088 362663.ECP_1523 0 0 181 181
362663.ECP_3088 362663.ECP_1966 58 164 52 188
362663.ECP_3088 362663.ECP_2379 274 0 0 274
362663.ECP_3088 362663.ECP_1287 222 0 0 222
362663.ECP_3088 362663.ECP_1942 125 116 95 238
362663.ECP_3088 362663.ECP_0627 268 0 0 268
362663.ECP_3088 362663.ECP_1943 97 512 245 638
362663.ECP_3088 362663.ECP_1678 166 0 0 165
362663.ECP_3088 362663.ECP_0188 170 0 0 169
362663.ECP_3088 362663.ECP_1970 58 512 179 589
362663.ECP_3088 362663.ECP_0618 0 116 138 205
362663.ECP_3088 362663.ECP_0959 170 0 0 169
362663.ECP_3088 362663.ECP_4267 89 161 54 213
362663.ECP_3088 362663.ECP_1978 58 512 108 554
362663.ECP_3088 362663.ECP_1972 58 164 52 188
362663.ECP_3088 362663.ECP_2849 134 0 109 195
362663.ECP_3088 362663.ECP_1634 101 0 108 163
362663.ECP_3089 362663.ECP_1833 55 0 202 213
362663.ECP_3089 362663.ECP_0749 0 0 425 424
362663.ECP_3089 362663.ECP_3090 995 0 950 999
362663.ECP_3089 362663.ECP_1300 275 0 883 911
362663.ECP_3089 362663.ECP_1163 139 0 148 235
362663.ECP_3089 362663.ECP_0750 164 0 0 163
362663.ECP_3089 362663.ECP_0160 49 0 191 197
362663.ECP_3089 362663.ECP_0751 0 0 244 243
362663.ECP_3089 362663.ECP_0752 0 0 244 243
362663.ECP_3089 362663.ECP_0819 0 0 191 191
362663.ECP_3089 362663.ECP_0259 55 0 143 155
362663.ECP_3089 362663.ECP_0962 0 0 257 256
362663.ECP_3089 362663.ECP_0748 292 0 770 830
362663.ECP_3090 362663.ECP_0314 0 0 220 220
362663.ECP_3090 362663.ECP_0962 0 0 207 207
362663.ECP_3090 362663.ECP_1163 278 0 148 358
362663.ECP_3090 362663.ECP_1947 0 0 236 236
362663.ECP_3090 362663.ECP_0615 0 0 342 342
362663.ECP_3090 362663.ECP_1300 278 0 944 957
362663.ECP_3090 362663.ECP_4183 0 0 359 359
362663.ECP_3090 362663.ECP_3597 0 0 220 220
362663.ECP_3090 362663.ECP_3089 995 0 950 999
362663.ECP_3090 362663.ECP_2195 0 0 342 342
362663.ECP_3090 362663.ECP_0749 334 0 610 729
362663.ECP_3090 362663.ECP_0302 0 0 342 342
362663.ECP_3091 362663.ECP_2351 152 0 0 151
362663.ECP_3091 362663.ECP_2093 212 0 0 212
362663.ECP_3091 362663.ECP_0028 162 0 0 161
362663.ECP_3091 362663.ECP_2843 105 0 98 158
362663.ECP_3091 362663.ECP_2761 229 0 0 228
362663.ECP_3091 362663.ECP_2438 265 0 427 560
362663.ECP_3091 362663.ECP_2202 162 0 0 161
362663.ECP_3091 362663.ECP_0674 162 0 0 161
362663.ECP_3091 362663.ECP_2444 265 0 427 560
362663.ECP_3093 362663.ECP_1943 0 0 153 152
362663.ECP_3093 362663.ECP_3383 222 0 0 222
362663.ECP_3093 362663.ECP_4116 105 0 130 188
362663.ECP_3094 362663.ECP_0723 332 0 0 332
362663.ECP_3095 362663.ECP_4422 153 0 0 152
362663.ECP_3095 362663.ECP_2760 217 0 0 217
362663.ECP_3095 362663.ECP_2906 153 0 0 152
362663.ECP_3095 362663.ECP_1095 151 0 0 150
362663.ECP_3095 362663.ECP_1287 254 0 0 254
362663.ECP_3097 362663.ECP_0962 105 0 144 201
362663.ECP_3099 362663.ECP_0627 179 0 0 179
362663.ECP_3100 362663.ECP_1113 267 0 0 267
362663.ECP_3101 362663.ECP_2915 163 0 0 163
362663.ECP_3101 362663.ECP_4160 167 0 0 167
362663.ECP_3101 362663.ECP_0838 167 0 0 167
362663.ECP_3101 362663.ECP_2476 167 0 0 167
362663.ECP_3101 362663.ECP_0009 167 0 0 167
362663.ECP_3102 362663.ECP_1088 173 0 0 173
362663.ECP_3102 362663.ECP_3979 173 0 0 173
362663.ECP_3102 362663.ECP_3963 173 0 0 173
362663.ECP_3103 362663.ECP_3682 0 0 152 151
362663.ECP_3103 362663.ECP_3104 0 800 126 817
362663.ECP_3104 362663.ECP_4684 0 0 231 230
362663.ECP_3104 362663.ECP_3105 0 0 231 230
362663.ECP_3104 362663.ECP_3103 0 800 126 817
362663.ECP_3105 362663.ECP_3104 0 0 231 230
362663.ECP_3106 362663.ECP_3086 199 0 0 199
362663.ECP_3106 362663.ECP_0657 228 0 225 376
362663.ECP_3106 362663.ECP_0548 78 0 136 169
362663.ECP_3106 362663.ECP_0549 78 0 136 169
362663.ECP_3106 362663.ECP_4051 228 0 470 573
362663.ECP_3106 362663.ECP_3562 96 0 136 185
362663.ECP_3106 362663.ECP_4053 358 0 332 552
362663.ECP_3106 362663.ECP_4052 358 0 239 490
362663.ECP_3106 362663.ECP_1016 173 740 137 798
362663.ECP_3107 362663.ECP_2122 90 506 0 531
362663.ECP_3107 362663.ECP_1709 90 506 71 545
362663.ECP_3107 362663.ECP_1708 90 506 71 545
362663.ECP_3107 362663.ECP_4313 90 506 0 531
362663.ECP_3108 362663.ECP_2531 161 0 0 161
362663.ECP_3108 362663.ECP_2274 139 740 137 789
362663.ECP_3108 362663.ECP_1513 0 0 203 203
362663.ECP_3108 362663.ECP_4187 0 0 532 532
362663.ECP_3108 362663.ECP_4427 176 0 80 209
362663.ECP_3108 362663.ECP_0102 294 0 0 294
362663.ECP_3108 362663.ECP_0014 161 0 0 161
362663.ECP_3108 362663.ECP_0708 103 0 770 784
362663.ECP_3108 362663.ECP_1356 176 0 80 209
362663.ECP_3108 362663.ECP_3122 339 739 948 990
362663.ECP_3108 362663.ECP_0453 275 0 0 275
362663.ECP_3108 362663.ECP_2659 128 0 244 312
362663.ECP_3108 362663.ECP_3272 165 0 0 165
362663.ECP_3108 362663.ECP_0904 255 0 561 658
362663.ECP_3108 362663.ECP_2109 161 0 0 161
362663.ECP_3108 362663.ECP_0935 993 0 842 998
362663.ECP_3108 362663.ECP_1710 161 0 0 161
362663.ECP_3108 362663.ECP_3404 163 0 0 163
362663.ECP_3108 362663.ECP_3900 339 889 883 990
362663.ECP_3108 362663.ECP_3903 0 0 221 221
362663.ECP_3108 362663.ECP_3929 0 0 271 271
362663.ECP_3108 362663.ECP_3939 165 0 0 165
362663.ECP_3109 362663.ECP_0844 0 507 131 553
362663.ECP_3109 362663.ECP_3571 0 507 85 529
362663.ECP_3109 362663.ECP_3646 0 507 241 609
362663.ECP_3109 362663.ECP_4318 0 507 85 529
362663.ECP_3109 362663.ECP_0843 0 507 131 553
362663.ECP_3112 362663.ECP_3113 233 0 941 952
362663.ECP_3112 362663.ECP_4563 214 0 42 214
362663.ECP_3112 362663.ECP_4417 0 0 184 183
362663.ECP_3112 362663.ECP_4080 93 0 131 178
362663.ECP_3112 362663.ECP_2259 365 0 132 425
362663.ECP_3112 362663.ECP_3606 161 0 0 161
362663.ECP_3112 362663.ECP_1553 214 0 108 268
362663.ECP_3112 362663.ECP_0459 216 0 186 334
362663.ECP_3112 362663.ECP_1741 293 0 0 293
362663.ECP_3112 362663.ECP_1880 116 0 87 158
362663.ECP_3112 362663.ECP_0991 965 0 235 972
362663.ECP_3112 362663.ECP_2558 214 0 462 559
362663.ECP_3112 362663.ECP_2107 275 0 229 417
362663.ECP_3112 362663.ECP_3311 0 0 489 489
362663.ECP_3112 362663.ECP_4216 122 0 108 183
362663.ECP_3112 362663.ECP_1826 225 0 85 260
362663.ECP_3112 362663.ECP_2395 965 0 271 973
362663.ECP_3112 362663.ECP_4282 122 0 108 183
362663.ECP_3112 362663.ECP_4564 214 0 42 214
362663.ECP_3112 362663.ECP_4121 214 0 129 286
362663.ECP_3112 362663.ECP_3298 956 0 248 965
362663.ECP_3112 362663.ECP_1485 271 0 185 380
362663.ECP_3112 362663.ECP_1879 279 0 90 315
362663.ECP_3112 362663.ECP_2261 343 0 108 388
362663.ECP_3112 362663.ECP_2767 290 0 271 460
362663.ECP_3112 362663.ECP_0601 216 0 133 291
362663.ECP_3112 362663.ECP_1832 844 0 178 866
362663.ECP_3112 362663.ECP_0498 117 0 90 162
362663.ECP_3112 362663.ECP_2118 214 0 92 255
362663.ECP_3112 362663.ECP_4785 214 0 80 245
362663.ECP_3112 362663.ECP_3490 214 0 244 380
362663.ECP_3112 362663.ECP_4355 233 0 599 679
362663.ECP_3112 362663.ECP_4571 290 0 125 352
362663.ECP_3112 362663.ECP_3491 0 0 267 267
362663.ECP_3112 362663.ECP_0458 0 0 269 269
362663.ECP_3112 362663.ECP_2556 59 0 223 237
362663.ECP_3112 362663.ECP_1873 115 0 90 160
362663.ECP_3112 362663.ECP_1124 251 0 507 614
362663.ECP_3112 362663.ECP_1901 214 0 76 242
362663.ECP_3112 362663.ECP_2722 111 0 228 284
362663.ECP_3113 362663.ECP_4696 176 0 66 197
362663.ECP_3113 362663.ECP_0548 183 0 0 183
362663.ECP_3113 362663.ECP_3491 233 0 80 264
362663.ECP_3113 362663.ECP_1885 176 0 66 197
362663.ECP_3113 362663.ECP_2419 149 0 52 158
362663.ECP_3113 362663.ECP_1552 233 0 490 592
362663.ECP_3113 362663.ECP_1270 176 0 66 197
362663.ECP_3113 362663.ECP_4035 98 232 0 277
362663.ECP_3113 362663.ECP_2263 137 0 95 185
362663.ECP_3113 362663.ECP_1255 149 514 51 573
362663.ECP_3113 362663.ECP_1981 176 0 66 197
362663.ECP_3113 362663.ECP_4784 233 0 54 243
362663.ECP_3113 362663.ECP_1124 97 0 297 338
362663.ECP_3113 362663.ECP_4278 98 232 0 277
362663.ECP_3113 362663.ECP_0458 233 0 139 311
362663.ECP_3113 362663.ECP_2556 137 0 511 559
362663.ECP_3113 362663.ECP_2379 216 0 0 216
362663.ECP_3113 362663.ECP_2916 118 162 42 230
362663.ECP_3113 362663.ECP_0578 98 232 0 277
362663.ECP_3113 362663.ECP_0123 105 493 0 526
362663.ECP_3113 362663.ECP_0738 165 500 0 564
362663.ECP_3113 362663.ECP_1902 233 0 54 243
362663.ECP_3113 362663.ECP_3336 149 0 52 158
362663.ECP_3113 362663.ECP_1421 118 162 42 230
362663.ECP_3113 362663.ECP_0579 98 232 0 277
362663.ECP_3113 362663.ECP_3629 149 0 52 158
362663.ECP_3113 362663.ECP_0993 233 0 54 243
362663.ECP_3113 362663.ECP_4562 233 0 129 303
362663.ECP_3113 362663.ECP_1032 176 0 66 197
362663.ECP_3113 362663.ECP_0372 105 493 0 526
362663.ECP_3113 362663.ECP_0122 165 500 0 564
362663.ECP_3113 362663.ECP_3595 176 0 66 197
362663.ECP_3113 362663.ECP_3875 176 0 66 197
362663.ECP_3113 362663.ECP_3295 183 0 85 220
362663.ECP_3113 362663.ECP_4697 176 0 66 197
362663.ECP_3113 362663.ECP_1827 233 0 54 243
362663.ECP_3113 362663.ECP_3728 183 0 85 220
362663.ECP_3113 362663.ECP_4177 105 493 0 526
362663.ECP_3113 362663.ECP_2975 137 0 81 172
362663.ECP_3113 362663.ECP_2118 97 0 139 189
362663.ECP_3113 362663.ECP_4122 233 0 87 269
362663.ECP_3113 362663.ECP_2394 176 0 66 197
362663.ECP_3113 362663.ECP_3620 176 0 66 197
362663.ECP_3113 362663.ECP_4079 137 0 95 185
362663.ECP_3113 362663.ECP_4456 216 0 0 216
362663.ECP_3113 362663.ECP_1485 270 0 242 423
362663.ECP_3113 362663.ECP_2260 176 0 80 209
362663.ECP_3113 362663.ECP_4121 97 0 137 187
362663.ECP_3113 362663.ECP_3298 168 0 491 558
362663.ECP_3113 362663.ECP_3562 284 0 0 284
362663.ECP_3113 362663.ECP_1125 233 0 523 618
362663.ECP_3113 362663.ECP_2395 154 0 546 599
362663.ECP_3113 362663.ECP_0602 233 0 54 243
362663.ECP_3113 362663.ECP_2119 233 0 54 243
362663.ECP_3113 362663.ECP_4356 233 0 223 378
362663.ECP_3113 362663.ECP_0712 233 0 612 689
362663.ECP_3113 362663.ECP_1727 118 162 42 230
362663.ECP_3113 362663.ECP_2261 154 0 217 309
362663.ECP_3113 362663.ECP_2233 176 0 66 197
362663.ECP_3113 362663.ECP_2767 97 0 460 491
362663.ECP_3113 362663.ECP_1832 0 0 180 179
362663.ECP_3113 362663.ECP_4036 98 232 0 277
362663.ECP_3113 362663.ECP_0397 98 232 0 277
362663.ECP_3113 362663.ECP_0549 183 0 0 183
362663.ECP_3113 362663.ECP_4059 216 0 0 216
362663.ECP_3113 362663.ECP_3590 105 493 0 526
362663.ECP_3113 362663.ECP_4217 137 0 95 185
362663.ECP_3113 362663.ECP_4281 137 0 95 185
362663.ECP_3113 362663.ECP_4276 105 493 0 526
362663.ECP_3113 362663.ECP_2107 99 0 235 281
362663.ECP_3113 362663.ECP_1282 233 0 54 243
362663.ECP_3113 362663.ECP_0036 216 0 0 216
362663.ECP_3113 362663.ECP_4275 165 500 0 564
362663.ECP_3113 362663.ECP_0991 154 0 312 393
362663.ECP_3113 362663.ECP_2558 97 0 297 338
362663.ECP_3113 362663.ECP_0740 98 232 0 277
362663.ECP_3113 362663.ECP_0459 99 0 178 227
362663.ECP_3113 362663.ECP_1741 139 0 147 234
362663.ECP_3113 362663.ECP_4787 233 0 54 243
362663.ECP_3113 362663.ECP_3112 233 0 941 952
362663.ECP_3114 362663.ECP_1298 148 0 91 192
362663.ECP_3114 362663.ECP_2326 181 0 0 181
362663.ECP_3114 362663.ECP_0539 148 0 91 192
362663.ECP_3114 362663.ECP_0047 320 0 281 490
362663.ECP_3117 362663.ECP_2034 161 0 78 193
362663.ECP_3117 362663.ECP_1242 214 0 80 245
362663.ECP_3117 362663.ECP_1243 161 0 78 193
362663.ECP_3117 362663.ECP_3119 161 0 78 193
362663.ECP_3117 362663.ECP_1657 279 0 129 345
362663.ECP_3117 362663.ECP_3120 214 0 80 245
362663.ECP_3117 362663.ECP_0620 214 0 80 245
362663.ECP_3117 362663.ECP_3118 161 0 78 193
362663.ECP_3117 362663.ECP_2033 214 0 80 245
362663.ECP_3117 362663.ECP_1659 306 0 130 370
362663.ECP_3117 362663.ECP_0161 214 0 80 245
362663.ECP_3117 362663.ECP_3604 161 0 78 193
362663.ECP_3117 362663.ECP_0622 161 0 78 193
362663.ECP_3117 362663.ECP_0163 161 0 78 193
362663.ECP_3118 362663.ECP_3600 292 0 131 358
362663.ECP_3118 362663.ECP_2033 271 536 78 660
362663.ECP_3118 362663.ECP_0161 271 536 78 660
362663.ECP_3118 362663.ECP_0620 271 536 78 660
362663.ECP_3118 362663.ECP_0162 161 0 78 193
362663.ECP_3118 362663.ECP_3605 295 0 131 361
362663.ECP_3118 362663.ECP_3120 271 536 78 660
362663.ECP_3118 362663.ECP_2035 161 0 78 193
362663.ECP_3118 362663.ECP_0168 161 0 78 193
362663.ECP_3118 362663.ECP_1242 271 536 78 660
362663.ECP_3118 362663.ECP_1244 161 0 78 193
362663.ECP_3118 362663.ECP_3117 161 0 78 193
