protein1 protein2 experimental database textmining combined_score
362663.ECP_1223 362663.ECP_2528 242 0 0 241
362663.ECP_1223 362663.ECP_2465 199 0 0 199
362663.ECP_1223 362663.ECP_1678 172 0 0 171
362663.ECP_1223 362663.ECP_2760 287 0 0 286
362663.ECP_1223 362663.ECP_0421 280 0 0 280
362663.ECP_1223 362663.ECP_0696 199 0 0 199
362663.ECP_1223 362663.ECP_2782 199 0 0 199
362663.ECP_1223 362663.ECP_4601 199 0 0 199
362663.ECP_1223 362663.ECP_4029 251 0 0 250
362663.ECP_1223 362663.ECP_2906 280 0 0 280
362663.ECP_1223 362663.ECP_2929 251 0 0 250
362663.ECP_1223 362663.ECP_4040 280 0 0 280
362663.ECP_1226 362663.ECP_2659 358 0 941 960
362663.ECP_1226 362663.ECP_1792 0 0 263 263
362663.ECP_1226 362663.ECP_4116 185 0 79 217
362663.ECP_1226 362663.ECP_0499 0 0 484 483
362663.ECP_1226 362663.ECP_0260 292 775 855 974
362663.ECP_1226 362663.ECP_1681 207 0 0 207
362663.ECP_1226 362663.ECP_1053 0 0 433 433
362663.ECP_1226 362663.ECP_0498 0 0 243 242
362663.ECP_1226 362663.ECP_1227 358 942 950 997
362663.ECP_1226 362663.ECP_4261 0 0 620 620
362663.ECP_1226 362663.ECP_0793 0 0 246 245
362663.ECP_1226 362663.ECP_1853 0 0 184 183
362663.ECP_1227 362663.ECP_0192 0 942 244 954
362663.ECP_1227 362663.ECP_3530 58 0 145 160
362663.ECP_1227 362663.ECP_4387 123 0 106 182
362663.ECP_1227 362663.ECP_2659 267 0 864 896
362663.ECP_1227 362663.ECP_4016 58 0 145 160
362663.ECP_1227 362663.ECP_1226 358 942 950 997
362663.ECP_1227 362663.ECP_2781 55 220 0 231
362663.ECP_1227 362663.ECP_3902 369 570 473 844
362663.ECP_1227 362663.ECP_0060 169 195 107 350
362663.ECP_1227 362663.ECP_0813 0 221 145 305
362663.ECP_1227 362663.ECP_4200 0 99 144 195
362663.ECP_1227 362663.ECP_1751 0 221 145 305
362663.ECP_1227 362663.ECP_0061 303 517 633 865
362663.ECP_1227 362663.ECP_1857 165 0 0 165
362663.ECP_1227 362663.ECP_4261 273 739 648 927
362663.ECP_1227 362663.ECP_1403 848 0 0 848
362663.ECP_1227 362663.ECP_4074 85 220 356 500
362663.ECP_1228 362663.ECP_0637 292 0 766 827
362663.ECP_1228 362663.ECP_0558 0 0 276 276
362663.ECP_1228 362663.ECP_2484 0 0 243 242
362663.ECP_1228 362663.ECP_3973 0 0 276 276
362663.ECP_1228 362663.ECP_3131 0 0 458 457
362663.ECP_1228 362663.ECP_2584 0 0 233 232
362663.ECP_1228 362663.ECP_4070 993 0 950 999
362663.ECP_1228 362663.ECP_2886 292 0 766 827
362663.ECP_1229 362663.ECP_0020 0 0 365 365
362663.ECP_1230 362663.ECP_0627 179 0 0 179
362663.ECP_1230 362663.ECP_1087 0 0 260 260
362663.ECP_1230 362663.ECP_2362 0 0 462 461
362663.ECP_1231 362663.ECP_1732 289 0 0 288
362663.ECP_1232 362663.ECP_0473 287 0 0 286
362663.ECP_1232 362663.ECP_0497 199 0 0 199
362663.ECP_1232 362663.ECP_3172 292 0 0 292
362663.ECP_1232 362663.ECP_2671 292 0 0 292
362663.ECP_1232 362663.ECP_2898 291 0 0 290
362663.ECP_1232 362663.ECP_3933 285 0 0 284
362663.ECP_1232 362663.ECP_4765 253 0 0 252
362663.ECP_1233 362663.ECP_3304 173 0 0 173
362663.ECP_1233 362663.ECP_3680 173 0 0 173
362663.ECP_1233 362663.ECP_3168 173 0 0 173
362663.ECP_1233 362663.ECP_4501 293 0 0 293
362663.ECP_1236 362663.ECP_2661 0 0 199 199
362663.ECP_1236 362663.ECP_2723 0 0 176 175
362663.ECP_1236 362663.ECP_0217 0 0 176 175
362663.ECP_1237 362663.ECP_1879 199 0 520 599
362663.ECP_1237 362663.ECP_1873 199 0 856 879
362663.ECP_1239 362663.ECP_3054 286 0 0 286
362663.ECP_1239 362663.ECP_1300 137 0 89 180
362663.ECP_1239 362663.ECP_1163 137 0 89 180
362663.ECP_1240 362663.ECP_0775 0 0 257 256
362663.ECP_1241 362663.ECP_0251 104 148 0 203
362663.ECP_1241 362663.ECP_2326 139 198 0 279
362663.ECP_1241 362663.ECP_2325 58 960 0 960
362663.ECP_1241 362663.ECP_1642 104 148 0 203
362663.ECP_1241 362663.ECP_3972 151 144 0 242
362663.ECP_1241 362663.ECP_3240 55 160 0 172
362663.ECP_1241 362663.ECP_1975 104 148 0 203
362663.ECP_1241 362663.ECP_1397 151 144 0 242
362663.ECP_1241 362663.ECP_2296 248 0 0 248
362663.ECP_1241 362663.ECP_3982 248 0 0 248
362663.ECP_1241 362663.ECP_0884 55 160 0 172
362663.ECP_1241 362663.ECP_1380 55 160 0 172
362663.ECP_1241 362663.ECP_3250 151 144 0 242
362663.ECP_1241 362663.ECP_3603 55 160 0 172
362663.ECP_1241 362663.ECP_2321 0 202 42 202
362663.ECP_1241 362663.ECP_2578 151 144 0 242
362663.ECP_1241 362663.ECP_0811 151 144 0 242
362663.ECP_1241 362663.ECP_0039 104 148 0 203
362663.ECP_1241 362663.ECP_4432 104 148 0 203
362663.ECP_1241 362663.ECP_3391 237 0 52 245
362663.ECP_1241 362663.ECP_4465 55 160 0 172
362663.ECP_1242 362663.ECP_3118 271 536 78 660
362663.ECP_1242 362663.ECP_0168 214 0 136 291
362663.ECP_1242 362663.ECP_1243 271 536 87 664
362663.ECP_1242 362663.ECP_3119 271 536 78 660
362663.ECP_1242 362663.ECP_2034 271 536 87 664
362663.ECP_1242 362663.ECP_1244 214 0 80 245
362663.ECP_1242 362663.ECP_0162 214 0 131 287
362663.ECP_1242 362663.ECP_3117 214 0 80 245
362663.ECP_1242 362663.ECP_0163 271 739 144 822
362663.ECP_1242 362663.ECP_2035 214 0 80 245
362663.ECP_1242 362663.ECP_0622 271 536 86 663
362663.ECP_1242 362663.ECP_3604 271 536 87 664
362663.ECP_1243 362663.ECP_0620 271 536 108 671
362663.ECP_1243 362663.ECP_3600 295 0 475 614
362663.ECP_1243 362663.ECP_0161 271 536 87 664
362663.ECP_1243 362663.ECP_2033 271 536 78 660
362663.ECP_1243 362663.ECP_3605 792 0 481 887
362663.ECP_1243 362663.ECP_0162 161 0 78 193
362663.ECP_1243 362663.ECP_3117 161 0 78 193
362663.ECP_1243 362663.ECP_1242 271 536 87 664
362663.ECP_1243 362663.ECP_0168 161 0 95 208
362663.ECP_1243 362663.ECP_1244 207 0 239 370
362663.ECP_1243 362663.ECP_3120 271 536 87 664
362663.ECP_1243 362663.ECP_2035 161 0 78 193
362663.ECP_1244 362663.ECP_1657 279 0 129 345
362663.ECP_1244 362663.ECP_0161 214 0 80 245
362663.ECP_1244 362663.ECP_2033 214 0 80 245
362663.ECP_1244 362663.ECP_3118 161 0 78 193
362663.ECP_1244 362663.ECP_0620 214 0 80 245
362663.ECP_1244 362663.ECP_0163 161 0 78 193
362663.ECP_1244 362663.ECP_0622 161 0 78 193
362663.ECP_1244 362663.ECP_3604 207 0 90 247
362663.ECP_1244 362663.ECP_3119 161 0 78 193
362663.ECP_1244 362663.ECP_1242 214 0 80 245
362663.ECP_1244 362663.ECP_1243 207 0 239 370
362663.ECP_1244 362663.ECP_2034 207 0 79 238
362663.ECP_1244 362663.ECP_1659 306 0 130 370
362663.ECP_1244 362663.ECP_3120 214 0 80 245
362663.ECP_1245 362663.ECP_0981 275 0 0 275
362663.ECP_1246 362663.ECP_4143 291 0 109 341
362663.ECP_1246 362663.ECP_2190 291 0 109 341
362663.ECP_1246 362663.ECP_4162 58 0 227 240
362663.ECP_1246 362663.ECP_4163 58 0 202 216
362663.ECP_1246 362663.ECP_3759 58 0 202 216
362663.ECP_1246 362663.ECP_4161 294 0 458 600
362663.ECP_1246 362663.ECP_3685 128 0 129 208
362663.ECP_1246 362663.ECP_3533 291 0 109 341
362663.ECP_1246 362663.ECP_2207 106 0 807 820
362663.ECP_1246 362663.ECP_2923 151 0 42 151
362663.ECP_1246 362663.ECP_1649 153 0 235 324
362663.ECP_1246 362663.ECP_3921 297 0 192 407
362663.ECP_1246 362663.ECP_2842 209 0 216 353
362663.ECP_1246 362663.ECP_3953 291 0 109 341
362663.ECP_1246 362663.ECP_2754 291 0 109 341
362663.ECP_1246 362663.ECP_2850 291 0 109 341
362663.ECP_1246 362663.ECP_4166 58 0 202 216
362663.ECP_1246 362663.ECP_3294 153 0 143 243
362663.ECP_1246 362663.ECP_1682 209 0 0 209
362663.ECP_1246 362663.ECP_2285 0 600 0 600
362663.ECP_1246 362663.ECP_2675 291 0 109 341
362663.ECP_1246 362663.ECP_2409 294 0 458 600
362663.ECP_1246 362663.ECP_0691 297 0 192 407
362663.ECP_1246 362663.ECP_2440 153 0 131 232
362663.ECP_1246 362663.ECP_3166 291 0 109 341
362663.ECP_1246 362663.ECP_2441 294 0 192 405
362663.ECP_1246 362663.ECP_1564 291 0 109 341
362663.ECP_1246 362663.ECP_0082 291 0 109 341
362663.ECP_1246 362663.ECP_1247 294 0 186 400
362663.ECP_1246 362663.ECP_0418 291 0 109 341
362663.ECP_1246 362663.ECP_4481 0 0 185 185
362663.ECP_1246 362663.ECP_4490 291 0 109 341
362663.ECP_1246 362663.ECP_3699 151 0 42 151
362663.ECP_1246 362663.ECP_2786 128 0 129 208
362663.ECP_1246 362663.ECP_2389 291 0 109 341
362663.ECP_1246 362663.ECP_1798 0 0 225 224
362663.ECP_1246 362663.ECP_1248 57 0 614 620
362663.ECP_1246 362663.ECP_2926 212 0 0 212
362663.ECP_1246 362663.ECP_2413 58 0 202 216
362663.ECP_1246 362663.ECP_4208 219 0 78 249
362663.ECP_1246 362663.ECP_2412 58 0 227 240
362663.ECP_1246 362663.ECP_3672 291 0 166 383
362663.ECP_1246 362663.ECP_3758 58 0 227 240
362663.ECP_1246 362663.ECP_2439 293 0 131 359
362663.ECP_1246 362663.ECP_2209 295 0 281 471
362663.ECP_1246 362663.ECP_4114 128 0 129 208
362663.ECP_1246 362663.ECP_3667 128 0 129 208
362663.ECP_1246 362663.ECP_2749 128 0 129 208
362663.ECP_1246 362663.ECP_3511 0 600 0 600
362663.ECP_1246 362663.ECP_1623 0 0 225 224
362663.ECP_1246 362663.ECP_1605 291 0 109 341
362663.ECP_1246 362663.ECP_3697 298 0 172 393
362663.ECP_1246 362663.ECP_4513 291 0 109 341
362663.ECP_1246 362663.ECP_2284 0 600 0 600
362663.ECP_1246 362663.ECP_2283 0 600 0 600
362663.ECP_1246 362663.ECP_1373 291 0 109 341
362663.ECP_1246 362663.ECP_4662 153 0 131 232
362663.ECP_1247 362663.ECP_3511 0 600 0 600
362663.ECP_1247 362663.ECP_1246 294 0 186 400
362663.ECP_1247 362663.ECP_1249 992 0 635 996
362663.ECP_1247 362663.ECP_2285 0 600 0 600
362663.ECP_1247 362663.ECP_1248 992 0 616 996
362663.ECP_1247 362663.ECP_2284 0 600 0 600
362663.ECP_1247 362663.ECP_2283 0 600 0 600
362663.ECP_1248 362663.ECP_1246 57 0 614 620
362663.ECP_1248 362663.ECP_1249 993 0 0 993
362663.ECP_1248 362663.ECP_4161 57 0 227 239
362663.ECP_1248 362663.ECP_1247 992 0 616 996
362663.ECP_1248 362663.ECP_2283 0 600 0 600
362663.ECP_1248 362663.ECP_2284 0 600 0 600
362663.ECP_1248 362663.ECP_2285 0 600 0 600
362663.ECP_1248 362663.ECP_3511 0 600 0 600
362663.ECP_1248 362663.ECP_2409 57 0 227 239
362663.ECP_1249 362663.ECP_2863 0 0 239 238
362663.ECP_1249 362663.ECP_1247 992 0 635 996
362663.ECP_1249 362663.ECP_1248 993 0 0 993
362663.ECP_1249 362663.ECP_0406 0 0 239 238
362663.ECP_1251 362663.ECP_0672 151 0 0 150
362663.ECP_1251 362663.ECP_2109 184 0 85 221
362663.ECP_1251 362663.ECP_0014 184 0 85 221
362663.ECP_1251 362663.ECP_2531 184 0 85 221
362663.ECP_1251 362663.ECP_1710 184 0 85 221
362663.ECP_1251 362663.ECP_2935 288 0 0 288
362663.ECP_1252 362663.ECP_3285 294 0 0 294
362663.ECP_1252 362663.ECP_2668 294 0 0 294
362663.ECP_1252 362663.ECP_0180 0 0 436 436
362663.ECP_1252 362663.ECP_2510 153 0 0 152
362663.ECP_1252 362663.ECP_0027 288 0 0 288
362663.ECP_1252 362663.ECP_2825 279 0 0 279
362663.ECP_1252 362663.ECP_3708 270 0 0 270
362663.ECP_1252 362663.ECP_0533 270 0 0 270
362663.ECP_1252 362663.ECP_2098 160 0 0 159
362663.ECP_1252 362663.ECP_3020 294 0 0 294
362663.ECP_1252 362663.ECP_4027 180 0 0 179
362663.ECP_1252 362663.ECP_0721 0 0 841 841
362663.ECP_1252 362663.ECP_2717 0 0 221 221
362663.ECP_1254 362663.ECP_0510 93 165 80 242
362663.ECP_1254 362663.ECP_4310 0 0 215 215
362663.ECP_1254 362663.ECP_0509 93 165 80 242
362663.ECP_1254 362663.ECP_3062 291 0 0 290
362663.ECP_1254 362663.ECP_1976 291 0 0 290
362663.ECP_1254 362663.ECP_1940 93 165 80 242
362663.ECP_1254 362663.ECP_3628 0 0 264 264
362663.ECP_1254 362663.ECP_0305 93 165 80 242
362663.ECP_1254 362663.ECP_1086 376 0 0 376
362663.ECP_1254 362663.ECP_0925 93 165 80 242
362663.ECP_1254 362663.ECP_1939 93 165 80 242
362663.ECP_1255 362663.ECP_2325 291 0 0 290
362663.ECP_1255 362663.ECP_2767 149 514 77 584
362663.ECP_1255 362663.ECP_2261 149 514 126 606
362663.ECP_1255 362663.ECP_3276 208 0 0 208
362663.ECP_1255 362663.ECP_2983 291 0 0 290
362663.ECP_1255 362663.ECP_4121 149 514 51 573
362663.ECP_1255 362663.ECP_4564 149 514 51 573
362663.ECP_1255 362663.ECP_2395 149 514 144 615
362663.ECP_1255 362663.ECP_4276 146 602 0 645
362663.ECP_1255 362663.ECP_0408 139 0 154 240
362663.ECP_1255 362663.ECP_0991 149 514 126 606
362663.ECP_1255 362663.ECP_2558 149 514 51 573
362663.ECP_1255 362663.ECP_4275 291 726 131 816
362663.ECP_1255 362663.ECP_3590 146 602 0 645
362663.ECP_1255 362663.ECP_1553 149 514 51 573
362663.ECP_1255 362663.ECP_2259 149 514 51 573
362663.ECP_1255 362663.ECP_0738 291 726 131 816
362663.ECP_1255 362663.ECP_0731 139 0 154 240
362663.ECP_1255 362663.ECP_0123 146 602 0 645
362663.ECP_1255 362663.ECP_2794 199 0 0 199
362663.ECP_1255 362663.ECP_4563 149 514 51 573
362663.ECP_1255 362663.ECP_4274 139 438 133 543
362663.ECP_1255 362663.ECP_3113 149 514 51 573
362663.ECP_1255 362663.ECP_1901 149 514 51 573
362663.ECP_1255 362663.ECP_1124 149 514 51 573
362663.ECP_1255 362663.ECP_3952 332 0 0 332
362663.ECP_1255 362663.ECP_0737 139 438 133 543
362663.ECP_1255 362663.ECP_4571 149 514 54 574
362663.ECP_1255 362663.ECP_4355 149 514 51 573
362663.ECP_1255 362663.ECP_3490 149 514 51 573
362663.ECP_1255 362663.ECP_0372 146 602 0 645
362663.ECP_1255 362663.ECP_0122 291 726 131 816
362663.ECP_1255 362663.ECP_4785 149 514 51 573
362663.ECP_1255 362663.ECP_2118 149 514 81 586
362663.ECP_1255 362663.ECP_4177 146 602 0 645
362663.ECP_1256 362663.ECP_2729 0 0 856 856
362663.ECP_1256 362663.ECP_2728 0 0 856 856
362663.ECP_1257 362663.ECP_0752 288 0 0 288
362663.ECP_1257 362663.ECP_0905 217 0 944 954
362663.ECP_1257 362663.ECP_1624 0 0 267 267
362663.ECP_1257 362663.ECP_1110 199 0 0 199
362663.ECP_1258 362663.ECP_0164 199 0 0 199
362663.ECP_1258 362663.ECP_3459 294 0 0 294
362663.ECP_1258 362663.ECP_0417 0 0 227 226
362663.ECP_1258 362663.ECP_3996 294 0 0 294
362663.ECP_1258 362663.ECP_3737 0 0 247 246
362663.ECP_1259 362663.ECP_3314 849 0 0 849
362663.ECP_1259 362663.ECP_3406 849 0 0 849
362663.ECP_1259 362663.ECP_3253 849 0 0 849
362663.ECP_1259 362663.ECP_3404 849 0 0 849
362663.ECP_1259 362663.ECP_3397 849 0 0 849
362663.ECP_1259 362663.ECP_3431 849 142 0 864
362663.ECP_1259 362663.ECP_3398 849 0 0 849
362663.ECP_1259 362663.ECP_3735 849 0 0 849
362663.ECP_1259 362663.ECP_3401 849 142 0 864
362663.ECP_1259 362663.ECP_1664 849 0 0 849
362663.ECP_1259 362663.ECP_4198 849 0 0 849
362663.ECP_1259 362663.ECP_3394 849 0 0 849
362663.ECP_1259 362663.ECP_3400 849 0 0 849
362663.ECP_1259 362663.ECP_2226 849 0 0 849
362663.ECP_1259 362663.ECP_3385 849 119 0 861
362663.ECP_1259 362663.ECP_4448 849 142 0 864
362663.ECP_1259 362663.ECP_1081 849 142 0 864
362663.ECP_1259 362663.ECP_3405 849 119 0 861
362663.ECP_1259 362663.ECP_1663 849 142 0 864
362663.ECP_1259 362663.ECP_4445 849 142 0 864
362663.ECP_1259 362663.ECP_4447 849 0 0 849
362663.ECP_1259 362663.ECP_3392 849 0 0 849
362663.ECP_1259 362663.ECP_3391 849 119 0 861
362663.ECP_1259 362663.ECP_4145 376 0 0 376
362663.ECP_1259 362663.ECP_3155 376 0 0 376
362663.ECP_1259 362663.ECP_2369 294 0 345 517
362663.ECP_1259 362663.ECP_3408 849 0 0 849
362663.ECP_1259 362663.ECP_2610 849 142 0 864
362663.ECP_1259 362663.ECP_4197 378 0 0 378
362663.ECP_1259 362663.ECP_3734 849 0 0 849
362663.ECP_1259 362663.ECP_3393 849 0 0 849
362663.ECP_1259 362663.ECP_0359 287 0 0 286
362663.ECP_1259 362663.ECP_4758 381 0 0 381
362663.ECP_1259 362663.ECP_4196 376 0 0 376
362663.ECP_1259 362663.ECP_3386 849 0 0 849
362663.ECP_1259 362663.ECP_3382 849 142 0 864
362663.ECP_1259 362663.ECP_3402 849 0 0 849
362663.ECP_1259 362663.ECP_3387 287 0 0 286
362663.ECP_1259 362663.ECP_3384 849 0 0 849
362663.ECP_1259 362663.ECP_3432 849 142 0 864
362663.ECP_1259 362663.ECP_3273 849 142 0 864
362663.ECP_1259 362663.ECP_3395 849 119 0 861
362663.ECP_1259 362663.ECP_0360 358 0 0 358
362663.ECP_1259 362663.ECP_3390 849 0 0 849
362663.ECP_1259 362663.ECP_3272 849 0 0 849
362663.ECP_1259 362663.ECP_3396 849 0 0 849
362663.ECP_1259 362663.ECP_3389 849 0 0 849
362663.ECP_1259 362663.ECP_3407 849 0 0 849
362663.ECP_1259 362663.ECP_0022 849 0 0 849
362663.ECP_1259 362663.ECP_1260 376 0 345 573
362663.ECP_1259 362663.ECP_0177 849 0 0 849
362663.ECP_1259 362663.ECP_3399 849 0 0 849
362663.ECP_1259 362663.ECP_3313 849 142 0 864
362663.ECP_1259 362663.ECP_3403 849 142 0 864
362663.ECP_1259 362663.ECP_2607 849 142 0 864
362663.ECP_1259 362663.ECP_3409 849 119 0 861
362663.ECP_1260 362663.ECP_1259 376 0 345 573
362663.ECP_1260 362663.ECP_2954 280 0 0 280
362663.ECP_1263 362663.ECP_2761 0 0 175 175
362663.ECP_1268 362663.ECP_3434 355 775 242 880
362663.ECP_1268 362663.ECP_3433 421 840 112 910
362663.ECP_1268 362663.ECP_2794 0 0 517 517
362663.ECP_1268 362663.ECP_3941 290 0 0 290
362663.ECP_1268 362663.ECP_0975 0 0 261 261
362663.ECP_1269 362663.ECP_1177 0 0 255 254
362663.ECP_1269 362663.ECP_3827 0 0 236 236
362663.ECP_1269 362663.ECP_1801 0 0 290 290
362663.ECP_1269 362663.ECP_2939 177 0 0 177
362663.ECP_1269 362663.ECP_4474 153 0 0 152
362663.ECP_1269 362663.ECP_4580 139 0 145 232
362663.ECP_1269 362663.ECP_0242 139 0 145 232
362663.ECP_1269 362663.ECP_4555 0 0 236 236
362663.ECP_1269 362663.ECP_1407 153 0 0 152
362663.ECP_1269 362663.ECP_0345 139 0 245 322
362663.ECP_1270 362663.ECP_1901 150 0 127 226
362663.ECP_1270 362663.ECP_0459 86 0 226 262
362663.ECP_1270 362663.ECP_1741 197 0 130 271
362663.ECP_1270 362663.ECP_0991 353 0 246 491
362663.ECP_1270 362663.ECP_2558 150 0 44 152
362663.ECP_1270 362663.ECP_1271 267 0 944 957
362663.ECP_1270 362663.ECP_3490 150 0 135 233
362663.ECP_1270 362663.ECP_3630 293 0 78 320
362663.ECP_1270 362663.ECP_4355 176 0 66 197
362663.ECP_1270 362663.ECP_4122 58 0 201 215
362663.ECP_1270 362663.ECP_4571 176 0 108 233
362663.ECP_1270 362663.ECP_2107 86 0 257 291
362663.ECP_1270 362663.ECP_3610 120 0 79 154
362663.ECP_1270 362663.ECP_2118 150 0 81 185
362663.ECP_1270 362663.ECP_1827 58 0 182 196
362663.ECP_1270 362663.ECP_3874 102 0 129 184
362663.ECP_1270 362663.ECP_4785 150 0 51 158
362663.ECP_1270 362663.ECP_0391 125 0 96 175
362663.ECP_1270 362663.ECP_2259 291 0 144 367
362663.ECP_1270 362663.ECP_1388 118 0 94 166
362663.ECP_1270 362663.ECP_3456 0 0 293 293
362663.ECP_1270 362663.ECP_1553 150 0 54 161
362663.ECP_1270 362663.ECP_0993 58 0 137 152
362663.ECP_1270 362663.ECP_2767 362 0 496 664
362663.ECP_1270 362663.ECP_1832 110 0 219 275
362663.ECP_1270 362663.ECP_4563 150 0 44 152
362663.ECP_1270 362663.ECP_2261 294 0 130 359
362663.ECP_1270 362663.ECP_3448 118 0 94 166
362663.ECP_1270 362663.ECP_2481 152 0 845 862
362663.ECP_1270 362663.ECP_0458 58 0 201 215
362663.ECP_1270 362663.ECP_4564 150 0 44 152
362663.ECP_1270 362663.ECP_1124 150 0 84 188
362663.ECP_1270 362663.ECP_2395 796 0 478 888
362663.ECP_1270 362663.ECP_1125 58 0 140 155
362663.ECP_1270 362663.ECP_1552 58 0 138 153
362663.ECP_1270 362663.ECP_3298 312 0 264 471
362663.ECP_1270 362663.ECP_4121 150 0 127 226
362663.ECP_1270 362663.ECP_3491 58 0 201 215
362663.ECP_1270 362663.ECP_3113 176 0 66 197
362663.ECP_1271 362663.ECP_2233 152 0 846 863
362663.ECP_1271 362663.ECP_1074 284 0 0 284
362663.ECP_1271 362663.ECP_1270 267 0 944 957
362663.ECP_1271 362663.ECP_4121 0 0 245 244
362663.ECP_1271 362663.ECP_3491 0 0 221 221
362663.ECP_1273 362663.ECP_1274 0 650 0 650
362663.ECP_1273 362663.ECP_1275 59 650 0 656
362663.ECP_1273 362663.ECP_0691 105 0 144 201
362663.ECP_1273 362663.ECP_1470 0 650 0 650
362663.ECP_1273 362663.ECP_1469 86 650 0 666
362663.ECP_1273 362663.ECP_3921 105 0 144 201
362663.ECP_1273 362663.ECP_1277 175 650 0 698
362663.ECP_1273 362663.ECP_0487 0 0 189 189
362663.ECP_1273 362663.ECP_1467 131 650 0 682
362663.ECP_1274 362663.ECP_1470 81 942 477 969
362663.ECP_1274 362663.ECP_1276 306 54 884 917
362663.ECP_1274 362663.ECP_1273 0 650 0 650
362663.ECP_1274 362663.ECP_1469 356 942 246 969
362663.ECP_1274 362663.ECP_0896 199 0 0 199
362663.ECP_1274 362663.ECP_1275 993 942 880 999
362663.ECP_1274 362663.ECP_0944 199 0 0 199
362663.ECP_1274 362663.ECP_3456 0 650 0 650
362663.ECP_1274 362663.ECP_3334 152 0 0 151
362663.ECP_1274 362663.ECP_1468 288 54 222 430
362663.ECP_1274 362663.ECP_1471 0 650 0 650
362663.ECP_1274 362663.ECP_0417 0 0 490 489
362663.ECP_1274 362663.ECP_2659 278 0 0 278
362663.ECP_1274 362663.ECP_3924 283 0 0 282
362663.ECP_1274 362663.ECP_3742 229 0 0 228
362663.ECP_1274 362663.ECP_1467 330 739 274 861
362663.ECP_1274 362663.ECP_1277 993 942 639 999
362663.ECP_1274 362663.ECP_3457 0 650 0 650
362663.ECP_1275 362663.ECP_1274 993 942 880 999
362663.ECP_1275 362663.ECP_1596 151 0 0 150
362663.ECP_1275 362663.ECP_1476 0 0 181 181
362663.ECP_1275 362663.ECP_1497 292 0 79 320
362663.ECP_1275 362663.ECP_0944 199 0 0 199
362663.ECP_1275 362663.ECP_3456 0 650 0 650
362663.ECP_1275 362663.ECP_1276 273 0 336 496
362663.ECP_1275 362663.ECP_3654 292 0 79 320
362663.ECP_1275 362663.ECP_1470 356 942 495 979
362663.ECP_1275 362663.ECP_1273 59 650 0 656
362663.ECP_1275 362663.ECP_1469 288 942 492 977
362663.ECP_1275 362663.ECP_1467 284 684 477 871
362663.ECP_1275 362663.ECP_3457 0 650 0 650
362663.ECP_1275 362663.ECP_1277 376 942 880 995
362663.ECP_1275 362663.ECP_0909 0 0 175 175
362663.ECP_1275 362663.ECP_0908 292 0 129 356
362663.ECP_1275 362663.ECP_2247 292 0 224 427
362663.ECP_1275 362663.ECP_1474 292 0 79 320
362663.ECP_1275 362663.ECP_0995 292 0 79 320
362663.ECP_1275 362663.ECP_0361 151 0 0 150
362663.ECP_1275 362663.ECP_1468 288 0 167 381
362663.ECP_1275 362663.ECP_1475 292 0 224 427
362663.ECP_1275 362663.ECP_3172 300 0 0 300
362663.ECP_1275 362663.ECP_1471 59 650 0 656
362663.ECP_1276 362663.ECP_1468 0 0 364 364
362663.ECP_1276 362663.ECP_3172 225 0 0 224
362663.ECP_1276 362663.ECP_1467 0 0 361 361
362663.ECP_1276 362663.ECP_1277 0 0 420 420
362663.ECP_1276 362663.ECP_1275 273 0 336 496
362663.ECP_1276 362663.ECP_1470 308 54 283 489
362663.ECP_1276 362663.ECP_1274 306 54 884 917
362663.ECP_1276 362663.ECP_1469 257 0 235 407
362663.ECP_1277 362663.ECP_1467 0 436 449 675
362663.ECP_1277 362663.ECP_3456 0 650 0 650
362663.ECP_1277 362663.ECP_1275 376 942 880 995
362663.ECP_1277 362663.ECP_3457 0 650 0 650
362663.ECP_1277 362663.ECP_1273 175 650 0 698
362663.ECP_1277 362663.ECP_1471 131 650 0 682
362663.ECP_1277 362663.ECP_1469 284 942 237 965
362663.ECP_1277 362663.ECP_1274 993 942 639 999
362663.ECP_1277 362663.ECP_1276 0 0 420 420
362663.ECP_1277 362663.ECP_1468 0 0 178 177
362663.ECP_1277 362663.ECP_1470 330 942 233 967
362663.ECP_1282 362663.ECP_0499 102 0 814 825
362663.ECP_1282 362663.ECP_4355 233 0 54 243
362663.ECP_1282 362663.ECP_3310 0 0 502 502
362663.ECP_1282 362663.ECP_4571 290 0 125 352
362663.ECP_1282 362663.ECP_2107 275 0 229 417
362663.ECP_1282 362663.ECP_0441 267 0 847 883
362663.ECP_1282 362663.ECP_4216 122 0 78 155
362663.ECP_1282 362663.ECP_0459 216 0 54 226
362663.ECP_1282 362663.ECP_1741 293 0 0 293
362663.ECP_1282 362663.ECP_3490 214 0 130 286
362663.ECP_1282 362663.ECP_0991 965 0 226 971
362663.ECP_1282 362663.ECP_2558 214 0 42 214
362663.ECP_1282 362663.ECP_1880 116 0 87 158
362663.ECP_1282 362663.ECP_2259 365 0 132 425
362663.ECP_1282 362663.ECP_4661 976 0 755 993
362663.ECP_1282 362663.ECP_1553 214 0 42 214
362663.ECP_1282 362663.ECP_2118 214 0 42 214
362663.ECP_1282 362663.ECP_4417 0 0 206 206
362663.ECP_1282 362663.ECP_3157 111 0 139 201
362663.ECP_1282 362663.ECP_4785 214 0 42 214
362663.ECP_1282 362663.ECP_0498 117 0 423 468
362663.ECP_1282 362663.ECP_0601 216 0 54 226
362663.ECP_1282 362663.ECP_2574 0 0 237 237
362663.ECP_1282 362663.ECP_1879 279 0 90 315
