protein1 protein2 experimental database textmining combined_score
1034809.SLUG_08180 1034809.SLUG_09610 190 0 0 190
1034809.SLUG_08180 1034809.SLUG_18980 133 751 0 774
1034809.SLUG_08180 1034809.SLUG_22590 184 0 0 183
1034809.SLUG_08180 1034809.SLUG_20270 187 0 74 214
1034809.SLUG_08180 1034809.SLUG_02550 50 159 0 166
1034809.SLUG_08180 1034809.SLUG_23080 157 0 0 156
1034809.SLUG_08180 1034809.SLUG_10710 245 0 0 244
1034809.SLUG_08180 1034809.SLUG_15530 157 0 0 156
1034809.SLUG_08180 1034809.SLUG_13180 101 0 241 288
1034809.SLUG_08180 1034809.SLUG_14600 153 0 0 152
1034809.SLUG_08180 1034809.SLUG_11230 157 0 0 156
1034809.SLUG_08180 1034809.SLUG_11950 177 785 475 898
1034809.SLUG_08180 1034809.SLUG_11000 194 0 0 194
1034809.SLUG_08180 1034809.SLUG_16170 174 0 0 173
1034809.SLUG_08180 1034809.SLUG_13580 109 0 96 160
1034809.SLUG_08180 1034809.SLUG_03710 181 0 0 181
1034809.SLUG_08180 1034809.SLUG_12390 187 0 74 214
1034809.SLUG_08180 1034809.SLUG_13310 211 555 204 696
1034809.SLUG_08180 1034809.SLUG_14230 145 0 50 153
1034809.SLUG_08180 1034809.SLUG_11970 181 0 0 181
1034809.SLUG_08180 1034809.SLUG_09630 117 130 0 198
1034809.SLUG_08180 1034809.SLUG_16180 174 0 0 173
1034809.SLUG_08180 1034809.SLUG_22640 188 0 123 257
1034809.SLUG_08180 1034809.SLUG_16110 105 0 121 179
1034809.SLUG_08180 1034809.SLUG_17560 152 0 0 151
1034809.SLUG_08180 1034809.SLUG_13320 76 558 0 574
1034809.SLUG_08180 1034809.SLUG_20850 145 0 50 153
1034809.SLUG_08180 1034809.SLUG_14480 140 0 59 156
1034809.SLUG_08190 1034809.SLUG_02720 75 0 158 187
1034809.SLUG_08190 1034809.SLUG_16530 156 0 0 155
1034809.SLUG_08200 1034809.SLUG_09540 225 0 0 224
1034809.SLUG_08200 1034809.SLUG_09550 261 0 0 261
1034809.SLUG_08200 1034809.SLUG_20250 261 0 0 261
1034809.SLUG_08210 1034809.SLUG_09550 261 0 0 261
1034809.SLUG_08210 1034809.SLUG_20250 261 0 0 261
1034809.SLUG_08210 1034809.SLUG_09540 225 0 0 224
1034809.SLUG_08230 1034809.SLUG_17720 155 0 0 154
1034809.SLUG_08230 1034809.SLUG_08310 155 0 0 154
1034809.SLUG_08230 1034809.SLUG_08300 155 0 0 154
1034809.SLUG_08230 1034809.SLUG_23820 155 0 0 154
1034809.SLUG_08230 1034809.SLUG_06550 155 0 0 154
1034809.SLUG_08240 1034809.SLUG_10650 151 0 0 150
1034809.SLUG_08240 1034809.SLUG_10290 151 0 0 150
1034809.SLUG_08240 1034809.SLUG_18640 151 0 0 150
1034809.SLUG_08240 1034809.SLUG_17880 227 0 0 226
1034809.SLUG_08240 1034809.SLUG_16370 222 0 0 222
1034809.SLUG_08240 1034809.SLUG_13320 222 0 0 222
1034809.SLUG_08240 1034809.SLUG_22900 222 0 0 222
1034809.SLUG_08260 1034809.SLUG_16830 157 0 0 156
1034809.SLUG_08260 1034809.SLUG_09920 159 0 0 158
1034809.SLUG_08300 1034809.SLUG_00780 155 0 0 154
1034809.SLUG_08300 1034809.SLUG_22820 224 0 0 224
1034809.SLUG_08300 1034809.SLUG_08230 155 0 0 154
1034809.SLUG_08300 1034809.SLUG_18790 224 0 0 224
1034809.SLUG_08300 1034809.SLUG_07360 224 0 0 224
1034809.SLUG_08310 1034809.SLUG_18790 224 0 0 224
1034809.SLUG_08310 1034809.SLUG_07360 224 0 0 224
1034809.SLUG_08310 1034809.SLUG_22820 224 0 0 224
1034809.SLUG_08310 1034809.SLUG_00780 155 0 0 154
1034809.SLUG_08310 1034809.SLUG_08230 155 0 0 154
1034809.SLUG_08430 1034809.SLUG_16890 258 0 0 258
1034809.SLUG_08430 1034809.SLUG_23330 226 0 0 225
1034809.SLUG_08430 1034809.SLUG_12360 148 0 525 577
1034809.SLUG_08430 1034809.SLUG_16410 197 0 0 197
1034809.SLUG_08430 1034809.SLUG_14230 167 0 154 265
1034809.SLUG_08430 1034809.SLUG_22590 158 0 0 157
1034809.SLUG_08430 1034809.SLUG_16760 79 0 172 204
1034809.SLUG_08430 1034809.SLUG_04010 189 0 0 189
1034809.SLUG_08430 1034809.SLUG_14540 0 0 259 258
1034809.SLUG_08430 1034809.SLUG_12250 163 0 0 163
1034809.SLUG_08430 1034809.SLUG_20850 167 0 154 265
1034809.SLUG_08430 1034809.SLUG_13450 211 0 193 336
1034809.SLUG_08430 1034809.SLUG_12970 158 0 120 227
1034809.SLUG_08430 1034809.SLUG_23310 0 0 263 263
1034809.SLUG_08430 1034809.SLUG_13490 166 0 0 165
1034809.SLUG_08430 1034809.SLUG_15220 166 0 0 165
1034809.SLUG_08430 1034809.SLUG_00150 224 0 0 224
1034809.SLUG_08430 1034809.SLUG_12820 148 0 623 665
1034809.SLUG_08430 1034809.SLUG_20450 158 0 0 157
1034809.SLUG_08430 1034809.SLUG_20500 0 0 198 198
1034809.SLUG_08430 1034809.SLUG_16110 0 0 265 265
1034809.SLUG_08430 1034809.SLUG_14480 243 0 0 242
1034809.SLUG_08430 1034809.SLUG_16480 0 0 266 266
1034809.SLUG_08450 1034809.SLUG_00010 81 0 202 235
1034809.SLUG_08450 1034809.SLUG_12420 0 497 240 601
1034809.SLUG_08460 1034809.SLUG_00010 213 0 244 379
1034809.SLUG_08460 1034809.SLUG_13490 50 930 243 945
1034809.SLUG_08460 1034809.SLUG_00020 0 0 244 243
1034809.SLUG_08460 1034809.SLUG_12900 0 638 73 650
1034809.SLUG_08460 1034809.SLUG_00150 487 930 244 970
1034809.SLUG_08460 1034809.SLUG_12420 0 497 244 603
1034809.SLUG_08560 1034809.SLUG_13310 108 214 0 268
1034809.SLUG_08560 1034809.SLUG_10800 183 0 0 183
1034809.SLUG_08560 1034809.SLUG_07900 183 0 0 183
1034809.SLUG_08760 1034809.SLUG_23950 151 0 0 150
1034809.SLUG_08760 1034809.SLUG_14160 154 0 0 153
1034809.SLUG_08760 1034809.SLUG_10110 158 0 0 157
1034809.SLUG_08760 1034809.SLUG_16180 153 0 0 152
1034809.SLUG_08760 1034809.SLUG_22640 99 0 195 243
1034809.SLUG_08760 1034809.SLUG_16660 188 0 0 188
1034809.SLUG_08760 1034809.SLUG_15950 183 0 0 183
1034809.SLUG_08760 1034809.SLUG_14400 124 0 125 200
1034809.SLUG_08760 1034809.SLUG_01420 155 0 0 154
1034809.SLUG_08760 1034809.SLUG_14230 158 0 85 196
1034809.SLUG_08760 1034809.SLUG_00530 160 0 0 159
1034809.SLUG_08760 1034809.SLUG_12360 0 0 273 273
1034809.SLUG_08760 1034809.SLUG_13310 0 140 176 261
1034809.SLUG_08760 1034809.SLUG_11180 225 0 0 224
1034809.SLUG_08760 1034809.SLUG_14480 0 0 197 197
1034809.SLUG_08760 1034809.SLUG_14150 311 0 0 311
1034809.SLUG_08760 1034809.SLUG_15450 144 0 123 217
1034809.SLUG_08760 1034809.SLUG_24360 151 0 0 150
1034809.SLUG_08760 1034809.SLUG_16170 153 0 0 152
1034809.SLUG_08760 1034809.SLUG_17350 151 0 0 150
1034809.SLUG_08760 1034809.SLUG_20850 158 0 85 196
1034809.SLUG_08760 1034809.SLUG_00050 144 0 123 217
1034809.SLUG_08760 1034809.SLUG_13620 124 0 125 200
1034809.SLUG_08760 1034809.SLUG_11950 225 0 76 253
1034809.SLUG_08760 1034809.SLUG_20360 124 0 125 200
1034809.SLUG_08760 1034809.SLUG_17140 0 0 241 240
1034809.SLUG_08760 1034809.SLUG_12960 124 0 125 200
1034809.SLUG_08780 1034809.SLUG_03490 226 0 0 225
1034809.SLUG_08780 1034809.SLUG_18190 226 0 0 225
1034809.SLUG_08790 1034809.SLUG_08000 180 0 0 179
1034809.SLUG_08830 1034809.SLUG_04190 0 0 265 265
1034809.SLUG_08830 1034809.SLUG_03490 0 0 520 520
1034809.SLUG_08830 1034809.SLUG_23900 0 0 290 290
1034809.SLUG_08830 1034809.SLUG_21330 0 0 195 195
1034809.SLUG_08830 1034809.SLUG_03000 0 0 345 345
1034809.SLUG_08830 1034809.SLUG_01010 0 0 345 345
1034809.SLUG_08830 1034809.SLUG_23450 0 0 195 195
1034809.SLUG_08830 1034809.SLUG_18090 156 0 0 155
1034809.SLUG_08830 1034809.SLUG_16830 0 0 523 523
1034809.SLUG_08830 1034809.SLUG_20440 0 0 195 195
1034809.SLUG_08830 1034809.SLUG_16350 0 0 382 382
1034809.SLUG_08840 1034809.SLUG_12290 170 0 0 169
1034809.SLUG_08840 1034809.SLUG_11700 156 0 0 155
1034809.SLUG_08840 1034809.SLUG_03490 226 0 0 225
1034809.SLUG_08840 1034809.SLUG_18190 226 0 0 225
1034809.SLUG_08840 1034809.SLUG_16830 130 0 106 188
1034809.SLUG_08860 1034809.SLUG_14570 134 0 121 206
1034809.SLUG_08860 1034809.SLUG_18190 0 0 373 373
1034809.SLUG_08860 1034809.SLUG_14530 151 0 262 346
1034809.SLUG_08860 1034809.SLUG_13500 0 0 160 159
1034809.SLUG_08860 1034809.SLUG_10940 151 0 262 346
1034809.SLUG_08860 1034809.SLUG_14600 0 0 250 250
1034809.SLUG_08860 1034809.SLUG_18090 156 0 0 155
1034809.SLUG_08860 1034809.SLUG_20470 0 0 153 152
1034809.SLUG_08860 1034809.SLUG_17080 134 0 121 206
1034809.SLUG_08860 1034809.SLUG_04190 0 0 345 345
1034809.SLUG_08860 1034809.SLUG_11990 151 0 262 346
1034809.SLUG_08860 1034809.SLUG_12560 219 0 0 219
1034809.SLUG_08860 1034809.SLUG_15980 0 0 203 203
1034809.SLUG_08880 1034809.SLUG_16840 152 0 0 151
1034809.SLUG_08880 1034809.SLUG_07290 190 0 0 190
1034809.SLUG_08880 1034809.SLUG_14310 190 0 0 190
1034809.SLUG_08880 1034809.SLUG_11160 160 0 0 159
1034809.SLUG_08890 1034809.SLUG_23960 187 0 0 187
1034809.SLUG_08890 1034809.SLUG_23510 187 0 0 187
1034809.SLUG_08890 1034809.SLUG_16830 129 333 0 394
1034809.SLUG_08890 1034809.SLUG_23970 187 0 0 187
1034809.SLUG_08910 1034809.SLUG_15650 214 0 0 214
1034809.SLUG_08910 1034809.SLUG_03950 161 0 0 161
1034809.SLUG_08910 1034809.SLUG_04500 161 0 0 161
1034809.SLUG_08910 1034809.SLUG_10060 161 0 0 161
1034809.SLUG_08910 1034809.SLUG_07630 153 0 0 152
1034809.SLUG_08910 1034809.SLUG_07370 155 0 0 154
1034809.SLUG_08920 1034809.SLUG_03660 153 0 0 152
1034809.SLUG_08920 1034809.SLUG_19180 0 149 69 173
1034809.SLUG_08920 1034809.SLUG_08100 0 149 69 173
1034809.SLUG_08920 1034809.SLUG_07590 156 0 0 155
1034809.SLUG_08920 1034809.SLUG_16160 139 142 73 255
1034809.SLUG_08920 1034809.SLUG_00630 0 149 69 173
1034809.SLUG_08920 1034809.SLUG_22510 0 0 205 205
1034809.SLUG_08920 1034809.SLUG_04030 179 0 0 179
1034809.SLUG_08920 1034809.SLUG_15760 151 0 0 150
1034809.SLUG_08920 1034809.SLUG_04300 153 0 0 152
1034809.SLUG_08920 1034809.SLUG_11940 139 142 73 255
1034809.SLUG_08920 1034809.SLUG_04860 156 0 0 155
1034809.SLUG_08920 1034809.SLUG_19190 156 0 0 155
1034809.SLUG_08920 1034809.SLUG_20050 156 0 0 155
1034809.SLUG_08920 1034809.SLUG_04050 139 142 73 255
1034809.SLUG_08920 1034809.SLUG_02180 139 142 73 255
1034809.SLUG_08920 1034809.SLUG_18240 179 0 0 179
1034809.SLUG_08920 1034809.SLUG_19210 0 149 69 173
1034809.SLUG_08920 1034809.SLUG_08130 0 149 69 173
1034809.SLUG_08920 1034809.SLUG_15020 156 0 0 155
1034809.SLUG_08920 1034809.SLUG_24070 156 0 0 155
1034809.SLUG_08920 1034809.SLUG_10630 156 0 0 155
1034809.SLUG_08920 1034809.SLUG_01760 139 142 73 255
1034809.SLUG_08920 1034809.SLUG_13500 179 0 0 179
1034809.SLUG_08920 1034809.SLUG_18980 159 0 0 158
1034809.SLUG_08920 1034809.SLUG_24290 139 142 73 255
1034809.SLUG_08920 1034809.SLUG_03460 139 142 73 255
1034809.SLUG_08920 1034809.SLUG_20730 185 0 0 185
1034809.SLUG_08920 1034809.SLUG_15740 156 0 0 155
1034809.SLUG_08920 1034809.SLUG_04770 153 0 0 152
1034809.SLUG_08920 1034809.SLUG_04850 156 0 0 155
1034809.SLUG_08920 1034809.SLUG_16720 139 142 73 255
1034809.SLUG_08920 1034809.SLUG_07000 139 142 73 255
1034809.SLUG_08920 1034809.SLUG_13460 155 0 0 154
1034809.SLUG_08920 1034809.SLUG_02150 139 142 73 255
1034809.SLUG_08920 1034809.SLUG_08150 0 149 69 173
1034809.SLUG_08920 1034809.SLUG_02190 153 0 0 152
1034809.SLUG_08920 1034809.SLUG_10460 153 0 0 152
1034809.SLUG_08920 1034809.SLUG_16330 213 0 0 213
1034809.SLUG_08920 1034809.SLUG_09450 153 0 0 152
1034809.SLUG_08920 1034809.SLUG_02880 156 0 0 155
1034809.SLUG_08920 1034809.SLUG_08120 0 149 69 173
1034809.SLUG_08920 1034809.SLUG_19080 157 0 0 156
1034809.SLUG_08920 1034809.SLUG_19330 0 149 69 173
1034809.SLUG_08960 1034809.SLUG_13680 222 0 0 222
1034809.SLUG_08980 1034809.SLUG_14480 178 0 0 177
1034809.SLUG_08980 1034809.SLUG_10730 178 0 0 177
1034809.SLUG_08980 1034809.SLUG_23330 225 0 0 224
1034809.SLUG_08990 1034809.SLUG_21900 194 0 68 216
1034809.SLUG_08990 1034809.SLUG_01610 194 0 68 216
1034809.SLUG_08990 1034809.SLUG_00960 194 0 68 216
1034809.SLUG_08990 1034809.SLUG_21480 230 752 95 812
1034809.SLUG_08990 1034809.SLUG_00980 230 752 95 812
1034809.SLUG_08990 1034809.SLUG_07390 194 0 68 216
1034809.SLUG_08990 1034809.SLUG_01040 194 0 68 216
1034809.SLUG_09000 1034809.SLUG_00980 230 752 149 823
1034809.SLUG_09000 1034809.SLUG_21480 230 752 265 847
1034809.SLUG_09000 1034809.SLUG_01040 194 0 199 326
1034809.SLUG_09000 1034809.SLUG_07390 194 0 263 380
1034809.SLUG_09000 1034809.SLUG_21900 194 0 122 262
1034809.SLUG_09000 1034809.SLUG_00960 194 0 144 280
1034809.SLUG_09000 1034809.SLUG_01610 194 0 145 281
1034809.SLUG_09050 1034809.SLUG_16830 109 751 0 768
1034809.SLUG_09060 1034809.SLUG_06840 152 0 93 197
1034809.SLUG_09080 1034809.SLUG_06840 161 0 95 208
1034809.SLUG_09090 1034809.SLUG_06000 153 0 0 152
1034809.SLUG_09090 1034809.SLUG_03200 150 0 243 329
1034809.SLUG_09090 1034809.SLUG_15980 153 0 0 152
1034809.SLUG_09090 1034809.SLUG_12200 168 0 0 167
1034809.SLUG_09090 1034809.SLUG_11130 161 0 0 161
1034809.SLUG_09090 1034809.SLUG_23660 219 0 0 219
1034809.SLUG_09090 1034809.SLUG_16110 152 0 68 175
1034809.SLUG_09090 1034809.SLUG_13350 0 0 153 152
1034809.SLUG_09090 1034809.SLUG_04630 154 0 0 153
1034809.SLUG_09090 1034809.SLUG_09520 158 0 156 258
1034809.SLUG_09090 1034809.SLUG_03220 0 0 243 242
1034809.SLUG_09090 1034809.SLUG_16830 217 0 0 217
1034809.SLUG_09090 1034809.SLUG_06260 261 0 0 261
1034809.SLUG_09090 1034809.SLUG_24150 163 0 0 163
1034809.SLUG_09090 1034809.SLUG_19250 149 0 147 243
1034809.SLUG_09090 1034809.SLUG_10600 153 0 0 152
1034809.SLUG_09090 1034809.SLUG_09630 162 0 0 161
1034809.SLUG_09090 1034809.SLUG_16020 0 0 153 152
1034809.SLUG_09090 1034809.SLUG_11920 186 0 0 186
1034809.SLUG_09090 1034809.SLUG_03210 168 0 245 344
1034809.SLUG_09090 1034809.SLUG_03510 124 0 149 222
1034809.SLUG_09090 1034809.SLUG_02640 161 0 0 161
1034809.SLUG_09090 1034809.SLUG_22650 153 0 0 152
1034809.SLUG_09090 1034809.SLUG_13820 168 0 0 167
1034809.SLUG_09090 1034809.SLUG_10870 158 0 156 258
1034809.SLUG_09090 1034809.SLUG_20390 152 0 0 151
1034809.SLUG_09090 1034809.SLUG_18860 153 0 0 152
1034809.SLUG_09090 1034809.SLUG_12360 219 0 0 219
1034809.SLUG_09090 1034809.SLUG_16960 153 0 0 152
1034809.SLUG_09100 1034809.SLUG_09120 0 0 665 665
1034809.SLUG_09100 1034809.SLUG_05090 0 0 244 243
1034809.SLUG_09110 1034809.SLUG_09120 0 0 596 596
1034809.SLUG_09110 1034809.SLUG_05090 0 0 153 152
1034809.SLUG_09120 1034809.SLUG_03150 247 0 0 246
1034809.SLUG_09120 1034809.SLUG_13660 224 0 0 224
1034809.SLUG_09120 1034809.SLUG_09110 0 0 596 596
1034809.SLUG_09120 1034809.SLUG_11810 224 0 0 224
1034809.SLUG_09120 1034809.SLUG_11490 164 0 0 163
1034809.SLUG_09120 1034809.SLUG_22940 226 0 0 225
1034809.SLUG_09120 1034809.SLUG_00160 247 0 0 246
1034809.SLUG_09120 1034809.SLUG_23630 224 0 0 224
1034809.SLUG_09120 1034809.SLUG_12900 219 0 0 219
1034809.SLUG_09120 1034809.SLUG_20590 151 0 0 150
1034809.SLUG_09120 1034809.SLUG_24150 163 0 0 163
1034809.SLUG_09120 1034809.SLUG_20990 164 0 0 163
1034809.SLUG_09120 1034809.SLUG_03250 247 0 0 246
1034809.SLUG_09120 1034809.SLUG_22950 164 0 0 163
1034809.SLUG_09120 1034809.SLUG_11060 224 0 0 224
1034809.SLUG_09120 1034809.SLUG_17050 0 0 195 195
1034809.SLUG_09120 1034809.SLUG_17330 151 0 0 150
1034809.SLUG_09120 1034809.SLUG_06290 0 0 195 195
1034809.SLUG_09120 1034809.SLUG_11880 159 0 0 158
1034809.SLUG_09120 1034809.SLUG_11920 186 0 0 186
1034809.SLUG_09120 1034809.SLUG_12050 224 0 0 224
1034809.SLUG_09120 1034809.SLUG_07070 200 0 0 200
1034809.SLUG_09120 1034809.SLUG_22930 0 0 152 151
1034809.SLUG_09120 1034809.SLUG_11470 175 0 0 175
1034809.SLUG_09120 1034809.SLUG_09100 0 0 665 665
1034809.SLUG_09120 1034809.SLUG_18890 0 0 395 394
1034809.SLUG_09120 1034809.SLUG_23090 217 0 0 217
1034809.SLUG_09120 1034809.SLUG_05070 230 0 0 229
1034809.SLUG_09120 1034809.SLUG_11700 160 0 0 159
1034809.SLUG_09120 1034809.SLUG_07900 224 0 0 224
1034809.SLUG_09120 1034809.SLUG_20250 153 0 0 152
1034809.SLUG_09120 1034809.SLUG_23520 164 0 0 163
1034809.SLUG_09130 1034809.SLUG_24150 163 0 0 163
1034809.SLUG_09130 1034809.SLUG_11770 162 782 67 814
1034809.SLUG_09130 1034809.SLUG_17010 0 0 207 207
1034809.SLUG_09130 1034809.SLUG_15070 156 0 0 155
1034809.SLUG_09130 1034809.SLUG_10180 156 0 0 155
1034809.SLUG_09130 1034809.SLUG_03580 162 782 67 814
1034809.SLUG_09130 1034809.SLUG_10300 210 0 0 210
1034809.SLUG_09130 1034809.SLUG_23570 156 0 0 155
1034809.SLUG_09130 1034809.SLUG_23090 263 0 0 263
1034809.SLUG_09130 1034809.SLUG_14030 156 0 0 155
1034809.SLUG_09130 1034809.SLUG_13160 152 0 0 151
1034809.SLUG_09130 1034809.SLUG_05160 162 782 67 814
1034809.SLUG_09130 1034809.SLUG_09540 155 0 0 154
1034809.SLUG_09130 1034809.SLUG_13460 154 0 0 153
1034809.SLUG_09130 1034809.SLUG_11920 186 0 0 186
1034809.SLUG_09140 1034809.SLUG_13020 199 0 0 199
1034809.SLUG_09170 1034809.SLUG_13100 154 0 0 153
1034809.SLUG_09170 1034809.SLUG_18980 222 0 0 222
1034809.SLUG_09170 1034809.SLUG_11360 151 0 0 150
1034809.SLUG_09170 1034809.SLUG_09840 160 0 42 160
1034809.SLUG_09170 1034809.SLUG_05110 223 0 0 223
1034809.SLUG_09170 1034809.SLUG_11280 221 517 123 641
1034809.SLUG_09170 1034809.SLUG_21540 223 0 0 223
1034809.SLUG_09170 1034809.SLUG_04890 186 0 0 186
1034809.SLUG_09170 1034809.SLUG_23170 157 0 0 156
1034809.SLUG_09170 1034809.SLUG_11950 143 0 80 177
1034809.SLUG_09170 1034809.SLUG_14600 153 0 0 152
1034809.SLUG_09170 1034809.SLUG_12960 223 697 76 763
1034809.SLUG_09170 1034809.SLUG_17970 156 0 0 155
1034809.SLUG_09170 1034809.SLUG_20190 161 0 0 161
1034809.SLUG_09170 1034809.SLUG_16900 227 0 93 268
1034809.SLUG_09170 1034809.SLUG_10300 261 783 51 834
1034809.SLUG_09170 1034809.SLUG_04280 223 0 0 223
1034809.SLUG_09170 1034809.SLUG_13310 217 746 78 800
1034809.SLUG_09170 1034809.SLUG_13850 154 0 0 153
1034809.SLUG_09170 1034809.SLUG_06710 223 0 0 223
1034809.SLUG_09170 1034809.SLUG_15450 157 0 0 156
1034809.SLUG_09170 1034809.SLUG_21710 186 0 0 186
1034809.SLUG_09170 1034809.SLUG_21090 195 0 0 195
1034809.SLUG_09170 1034809.SLUG_15950 153 0 0 152
1034809.SLUG_09170 1034809.SLUG_14400 223 697 76 763
1034809.SLUG_09170 1034809.SLUG_13530 160 0 42 160
1034809.SLUG_09170 1034809.SLUG_01420 218 0 0 218
1034809.SLUG_09170 1034809.SLUG_13050 50 579 0 582
1034809.SLUG_09170 1034809.SLUG_16830 229 605 260 754
1034809.SLUG_09170 1034809.SLUG_22640 229 0 0 228
1034809.SLUG_09170 1034809.SLUG_04030 222 0 45 225
1034809.SLUG_09170 1034809.SLUG_20360 223 697 76 763
1034809.SLUG_09170 1034809.SLUG_00050 157 0 0 156
1034809.SLUG_09170 1034809.SLUG_13620 223 697 81 764
1034809.SLUG_09170 1034809.SLUG_03310 223 0 0 223
1034809.SLUG_09170 1034809.SLUG_16840 154 641 141 716
1034809.SLUG_09170 1034809.SLUG_14450 223 0 0 223
1034809.SLUG_09170 1034809.SLUG_23670 280 214 85 436
1034809.SLUG_09170 1034809.SLUG_05650 186 0 0 186
1034809.SLUG_09170 1034809.SLUG_13320 137 0 68 161
1034809.SLUG_09170 1034809.SLUG_15170 147 0 52 156
1034809.SLUG_09170 1034809.SLUG_12850 161 0 0 161
1034809.SLUG_09170 1034809.SLUG_13470 231 214 52 376
1034809.SLUG_09170 1034809.SLUG_18240 222 0 45 225
1034809.SLUG_09170 1034809.SLUG_12870 156 0 0 155
1034809.SLUG_09170 1034809.SLUG_15160 0 0 203 203
1034809.SLUG_09170 1034809.SLUG_04420 179 0 0 179
1034809.SLUG_09180 1034809.SLUG_20240 158 0 0 157
1034809.SLUG_09190 1034809.SLUG_11700 155 0 0 154
1034809.SLUG_09200 1034809.SLUG_18900 108 327 52 381
1034809.SLUG_09200 1034809.SLUG_05120 154 527 0 582
1034809.SLUG_09200 1034809.SLUG_03110 76 336 0 360
1034809.SLUG_09200 1034809.SLUG_16170 229 0 65 248
1034809.SLUG_09200 1034809.SLUG_18100 223 0 0 223
1034809.SLUG_09200 1034809.SLUG_16180 229 0 65 248
1034809.SLUG_09200 1034809.SLUG_02230 151 0 150 247
1034809.SLUG_09200 1034809.SLUG_13210 76 336 0 360
1034809.SLUG_09200 1034809.SLUG_16910 162 0 0 161
1034809.SLUG_09200 1034809.SLUG_18670 76 336 0 360
1034809.SLUG_09200 1034809.SLUG_18110 224 0 0 224
1034809.SLUG_09200 1034809.SLUG_16520 196 0 0 196
1034809.SLUG_09200 1034809.SLUG_19310 231 755 0 803
1034809.SLUG_09200 1034809.SLUG_22450 231 764 0 810
1034809.SLUG_09200 1034809.SLUG_13940 154 527 0 582
1034809.SLUG_09200 1034809.SLUG_17300 151 0 68 174
1034809.SLUG_09200 1034809.SLUG_14930 195 0 0 195
1034809.SLUG_09200 1034809.SLUG_01960 76 336 0 360
1034809.SLUG_09200 1034809.SLUG_09610 162 0 0 161
1034809.SLUG_09200 1034809.SLUG_22060 154 527 0 582
1034809.SLUG_09200 1034809.SLUG_16710 231 755 0 803
1034809.SLUG_09200 1034809.SLUG_19200 76 336 0 360
1034809.SLUG_09200 1034809.SLUG_17740 154 527 0 582
1034809.SLUG_09200 1034809.SLUG_09620 155 172 0 270
1034809.SLUG_09200 1034809.SLUG_13320 168 0 0 167
1034809.SLUG_09200 1034809.SLUG_14340 76 336 0 360
1034809.SLUG_09200 1034809.SLUG_09640 162 0 0 161
1034809.SLUG_09200 1034809.SLUG_01770 195 0 0 195
1034809.SLUG_09200 1034809.SLUG_15490 158 0 0 157
1034809.SLUG_09200 1034809.SLUG_22460 231 764 0 810
1034809.SLUG_09200 1034809.SLUG_19560 76 336 0 360
1034809.SLUG_09200 1034809.SLUG_03510 141 735 0 762
1034809.SLUG_09200 1034809.SLUG_09630 152 639 0 680
1034809.SLUG_09200 1034809.SLUG_02280 154 527 0 582
1034809.SLUG_09200 1034809.SLUG_07370 50 432 0 437
1034809.SLUG_09200 1034809.SLUG_17290 187 0 0 187
1034809.SLUG_09210 1034809.SLUG_09620 158 0 0 157
1034809.SLUG_09210 1034809.SLUG_02230 157 0 0 156
1034809.SLUG_09210 1034809.SLUG_18610 168 0 0 167
1034809.SLUG_09210 1034809.SLUG_10290 155 0 0 154
1034809.SLUG_09210 1034809.SLUG_17300 157 0 0 156
1034809.SLUG_09250 1034809.SLUG_22820 158 0 0 157
1034809.SLUG_09250 1034809.SLUG_07360 158 0 0 157
1034809.SLUG_09250 1034809.SLUG_00010 184 0 0 183
1034809.SLUG_09250 1034809.SLUG_18790 158 0 0 157
1034809.SLUG_09260 1034809.SLUG_11920 186 0 0 186
1034809.SLUG_09260 1034809.SLUG_14030 156 0 0 155
1034809.SLUG_09260 1034809.SLUG_10180 156 0 0 155
1034809.SLUG_09260 1034809.SLUG_20230 208 0 0 208
1034809.SLUG_09260 1034809.SLUG_24150 163 0 0 163
1034809.SLUG_09260 1034809.SLUG_10300 229 0 0 228
1034809.SLUG_09270 1034809.SLUG_20250 262 0 0 262
1034809.SLUG_09270 1034809.SLUG_04770 219 0 0 219
1034809.SLUG_09270 1034809.SLUG_04030 198 0 0 198
1034809.SLUG_09270 1034809.SLUG_03460 181 0 0 181
1034809.SLUG_09270 1034809.SLUG_04950 259 0 0 258
1034809.SLUG_09270 1034809.SLUG_22830 227 0 0 226
1034809.SLUG_09270 1034809.SLUG_11940 181 0 0 181
1034809.SLUG_09270 1034809.SLUG_04300 219 0 0 219
1034809.SLUG_09270 1034809.SLUG_10290 261 0 0 261
1034809.SLUG_09270 1034809.SLUG_15650 231 0 0 230
1034809.SLUG_09270 1034809.SLUG_17970 218 0 0 218
1034809.SLUG_09270 1034809.SLUG_24290 181 0 0 181
1034809.SLUG_09270 1034809.SLUG_15560 209 0 0 209
1034809.SLUG_09270 1034809.SLUG_11410 203 0 0 203
1034809.SLUG_09270 1034809.SLUG_18980 229 0 0 228
1034809.SLUG_09270 1034809.SLUG_01760 181 0 0 181
1034809.SLUG_09270 1034809.SLUG_16160 181 0 0 181
1034809.SLUG_09270 1034809.SLUG_03660 219 0 0 219
1034809.SLUG_09270 1034809.SLUG_15140 258 0 0 258
1034809.SLUG_09270 1034809.SLUG_15380 258 0 0 258
1034809.SLUG_09270 1034809.SLUG_18240 198 0 0 198
1034809.SLUG_09270 1034809.SLUG_14360 261 0 0 261
1034809.SLUG_09270 1034809.SLUG_02180 181 0 0 181
