protein1 protein2 experimental database textmining combined_score
1034809.SLUG_11920 1034809.SLUG_18440 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_23670 215 0 0 215
1034809.SLUG_11920 1034809.SLUG_09540 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_23520 177 0 0 177
1034809.SLUG_11920 1034809.SLUG_02150 153 0 0 152
1034809.SLUG_11920 1034809.SLUG_21260 0 0 157 156
1034809.SLUG_11920 1034809.SLUG_10460 153 0 0 152
1034809.SLUG_11920 1034809.SLUG_19850 177 0 0 177
1034809.SLUG_11920 1034809.SLUG_01110 0 0 154 153
1034809.SLUG_11920 1034809.SLUG_07000 153 0 0 152
1034809.SLUG_11920 1034809.SLUG_22490 177 0 0 177
1034809.SLUG_11920 1034809.SLUG_21940 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_19220 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_23180 220 0 0 220
1034809.SLUG_11920 1034809.SLUG_00060 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_07680 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_04640 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_18900 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_12330 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_23920 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_22950 177 0 0 177
1034809.SLUG_11920 1034809.SLUG_17080 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_17760 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_14750 152 0 0 151
1034809.SLUG_11920 1034809.SLUG_05120 153 0 0 152
1034809.SLUG_11920 1034809.SLUG_12870 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_07960 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_12090 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_14820 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_23510 162 0 0 161
1034809.SLUG_11920 1034809.SLUG_06580 163 0 0 163
1034809.SLUG_11920 1034809.SLUG_12200 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_04050 153 0 0 152
1034809.SLUG_11920 1034809.SLUG_17770 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_23970 162 0 0 161
1034809.SLUG_11920 1034809.SLUG_11490 177 0 0 177
1034809.SLUG_11920 1034809.SLUG_04920 177 0 0 177
1034809.SLUG_11920 1034809.SLUG_17000 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_22670 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_16270 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_12740 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_17070 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_12460 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_23760 186 0 0 186
1034809.SLUG_11920 1034809.SLUG_12440 177 0 0 177
1034809.SLUG_11920 1034809.SLUG_09260 186 0 0 186
1034809.SLUG_11940 1034809.SLUG_09450 159 0 0 158
1034809.SLUG_11940 1034809.SLUG_02190 159 0 0 158
1034809.SLUG_11940 1034809.SLUG_24150 153 0 0 152
1034809.SLUG_11940 1034809.SLUG_11410 144 0 70 169
1034809.SLUG_11940 1034809.SLUG_10290 158 0 0 157
1034809.SLUG_11940 1034809.SLUG_04300 159 0 0 158
1034809.SLUG_11940 1034809.SLUG_03150 151 0 0 150
1034809.SLUG_11940 1034809.SLUG_16730 142 0 123 215
1034809.SLUG_11940 1034809.SLUG_18980 152 0 69 176
1034809.SLUG_11940 1034809.SLUG_04770 159 0 0 158
1034809.SLUG_11940 1034809.SLUG_08920 139 142 73 255
1034809.SLUG_11940 1034809.SLUG_11160 160 0 0 159
1034809.SLUG_11940 1034809.SLUG_02200 144 0 70 169
1034809.SLUG_11940 1034809.SLUG_16650 144 0 70 169
1034809.SLUG_11940 1034809.SLUG_16840 151 0 0 150
1034809.SLUG_11940 1034809.SLUG_09270 181 0 0 181
1034809.SLUG_11940 1034809.SLUG_11920 153 0 0 152
1034809.SLUG_11940 1034809.SLUG_10480 156 0 0 155
1034809.SLUG_11940 1034809.SLUG_10460 159 0 0 158
1034809.SLUG_11940 1034809.SLUG_09670 224 0 0 224
1034809.SLUG_11940 1034809.SLUG_19220 158 0 0 157
1034809.SLUG_11940 1034809.SLUG_18240 188 0 0 188
1034809.SLUG_11940 1034809.SLUG_14030 153 0 0 152
1034809.SLUG_11940 1034809.SLUG_15650 219 0 0 219
1034809.SLUG_11940 1034809.SLUG_20250 153 0 0 152
1034809.SLUG_11940 1034809.SLUG_06610 139 142 73 255
1034809.SLUG_11940 1034809.SLUG_18750 78 0 123 156
1034809.SLUG_11940 1034809.SLUG_03660 159 0 0 158
1034809.SLUG_11940 1034809.SLUG_04030 188 0 0 188
1034809.SLUG_11940 1034809.SLUG_10180 153 0 0 152
1034809.SLUG_11940 1034809.SLUG_22570 152 0 0 151
1034809.SLUG_11950 1034809.SLUG_08180 177 785 475 898
1034809.SLUG_11950 1034809.SLUG_19130 140 330 0 399
1034809.SLUG_11950 1034809.SLUG_14600 155 0 0 154
1034809.SLUG_11950 1034809.SLUG_12960 146 249 71 352
1034809.SLUG_11950 1034809.SLUG_02540 177 785 242 854
1034809.SLUG_11950 1034809.SLUG_10120 225 0 0 224
1034809.SLUG_11950 1034809.SLUG_23490 140 330 0 399
1034809.SLUG_11950 1034809.SLUG_16840 151 0 0 150
1034809.SLUG_11950 1034809.SLUG_15990 225 0 0 224
1034809.SLUG_11950 1034809.SLUG_13620 146 249 96 369
1034809.SLUG_11950 1034809.SLUG_20360 146 249 71 352
1034809.SLUG_11950 1034809.SLUG_19560 61 478 0 488
1034809.SLUG_11950 1034809.SLUG_12050 149 506 71 575
1034809.SLUG_11950 1034809.SLUG_11060 149 506 71 575
1034809.SLUG_11950 1034809.SLUG_21550 140 330 0 399
1034809.SLUG_11950 1034809.SLUG_16280 155 0 0 154
1034809.SLUG_11950 1034809.SLUG_01290 143 0 80 177
1034809.SLUG_11950 1034809.SLUG_16690 225 0 76 253
1034809.SLUG_11950 1034809.SLUG_13310 224 94 46 270
1034809.SLUG_11950 1034809.SLUG_18670 61 478 0 488
1034809.SLUG_11950 1034809.SLUG_10300 211 94 0 254
1034809.SLUG_11950 1034809.SLUG_11700 223 0 0 223
1034809.SLUG_11950 1034809.SLUG_14340 61 478 0 488
1034809.SLUG_11950 1034809.SLUG_01420 221 760 51 807
1034809.SLUG_11950 1034809.SLUG_13530 141 214 0 295
1034809.SLUG_11950 1034809.SLUG_01960 61 478 0 488
1034809.SLUG_11950 1034809.SLUG_18980 226 782 67 828
1034809.SLUG_11950 1034809.SLUG_19200 61 478 0 488
1034809.SLUG_11950 1034809.SLUG_09630 262 908 152 937
1034809.SLUG_11950 1034809.SLUG_09170 143 0 80 177
1034809.SLUG_11950 1034809.SLUG_02550 143 154 0 243
1034809.SLUG_11950 1034809.SLUG_15950 153 0 0 152
1034809.SLUG_11950 1034809.SLUG_01530 106 411 44 452
1034809.SLUG_11950 1034809.SLUG_14400 146 249 71 352
1034809.SLUG_11950 1034809.SLUG_08760 225 0 76 253
1034809.SLUG_11950 1034809.SLUG_10930 106 411 44 452
1034809.SLUG_11950 1034809.SLUG_22630 155 0 0 154
1034809.SLUG_11950 1034809.SLUG_13210 61 478 0 488
1034809.SLUG_11950 1034809.SLUG_09840 141 214 0 295
1034809.SLUG_11950 1034809.SLUG_11280 150 0 44 152
1034809.SLUG_11950 1034809.SLUG_03110 61 478 0 488
1034809.SLUG_11950 1034809.SLUG_16830 140 214 49 301
1034809.SLUG_11950 1034809.SLUG_13050 145 0 64 165
1034809.SLUG_11950 1034809.SLUG_23500 140 330 0 399
1034809.SLUG_11950 1034809.SLUG_22690 161 0 0 161
1034809.SLUG_11950 1034809.SLUG_11020 140 330 0 399
1034809.SLUG_11950 1034809.SLUG_19140 140 330 0 399
1034809.SLUG_11960 1034809.SLUG_11160 160 0 0 159
1034809.SLUG_11960 1034809.SLUG_14310 190 0 0 190
1034809.SLUG_11960 1034809.SLUG_07290 190 0 0 190
1034809.SLUG_11960 1034809.SLUG_16840 152 0 0 151
1034809.SLUG_11970 1034809.SLUG_05160 162 0 0 161
1034809.SLUG_11970 1034809.SLUG_08180 181 0 0 181
1034809.SLUG_11970 1034809.SLUG_07900 224 0 0 224
1034809.SLUG_11970 1034809.SLUG_14030 152 0 0 151
1034809.SLUG_11970 1034809.SLUG_02540 181 0 0 181
1034809.SLUG_11970 1034809.SLUG_11600 160 0 0 159
1034809.SLUG_11970 1034809.SLUG_11780 226 0 0 225
1034809.SLUG_11970 1034809.SLUG_12270 0 650 0 650
1034809.SLUG_11970 1034809.SLUG_12280 0 650 0 650
1034809.SLUG_11970 1034809.SLUG_15560 153 0 0 152
1034809.SLUG_11970 1034809.SLUG_11470 158 0 0 157
1034809.SLUG_11970 1034809.SLUG_13100 110 650 0 675
1034809.SLUG_11970 1034809.SLUG_11920 177 0 0 177
1034809.SLUG_11970 1034809.SLUG_22100 206 0 0 206
1034809.SLUG_11970 1034809.SLUG_03580 162 0 0 161
1034809.SLUG_11970 1034809.SLUG_22510 226 0 0 225
1034809.SLUG_11970 1034809.SLUG_10180 152 0 0 151
1034809.SLUG_11970 1034809.SLUG_13840 0 650 0 650
1034809.SLUG_11970 1034809.SLUG_11770 162 0 0 161
1034809.SLUG_11970 1034809.SLUG_24150 158 0 0 157
1034809.SLUG_11970 1034809.SLUG_13850 110 650 0 675
1034809.SLUG_11970 1034809.SLUG_04240 157 0 0 156
1034809.SLUG_11970 1034809.SLUG_20910 226 0 0 225
1034809.SLUG_11970 1034809.SLUG_13900 153 0 0 152
1034809.SLUG_11970 1034809.SLUG_14350 153 0 0 152
1034809.SLUG_11970 1034809.SLUG_13090 0 650 0 650
1034809.SLUG_11970 1034809.SLUG_18760 0 0 236 236
1034809.SLUG_11980 1034809.SLUG_13150 169 0 0 169
1034809.SLUG_11980 1034809.SLUG_07720 180 0 0 179
1034809.SLUG_11980 1034809.SLUG_10250 230 0 0 229
1034809.SLUG_11980 1034809.SLUG_07470 154 0 0 153
1034809.SLUG_11980 1034809.SLUG_02880 181 0 0 181
1034809.SLUG_11980 1034809.SLUG_10630 181 0 0 181
1034809.SLUG_11980 1034809.SLUG_17970 193 0 0 193
1034809.SLUG_11980 1034809.SLUG_24070 181 0 0 181
1034809.SLUG_11980 1034809.SLUG_15020 181 0 0 181
1034809.SLUG_11980 1034809.SLUG_17560 204 0 0 204
1034809.SLUG_11980 1034809.SLUG_10020 170 0 0 169
1034809.SLUG_11980 1034809.SLUG_18070 0 0 393 392
1034809.SLUG_11980 1034809.SLUG_04850 181 0 0 181
1034809.SLUG_11980 1034809.SLUG_00080 228 0 0 227
1034809.SLUG_11980 1034809.SLUG_15740 181 0 0 181
1034809.SLUG_11980 1034809.SLUG_09540 265 0 385 528
1034809.SLUG_11980 1034809.SLUG_23110 193 0 0 193
1034809.SLUG_11980 1034809.SLUG_18040 223 0 162 321
1034809.SLUG_11980 1034809.SLUG_19190 181 0 0 181
1034809.SLUG_11980 1034809.SLUG_20050 181 0 0 181
1034809.SLUG_11980 1034809.SLUG_15170 0 0 396 396
1034809.SLUG_11980 1034809.SLUG_04860 181 0 0 181
1034809.SLUG_11980 1034809.SLUG_11310 253 0 0 252
1034809.SLUG_11980 1034809.SLUG_16270 198 0 0 198
1034809.SLUG_11980 1034809.SLUG_04920 154 0 0 153
1034809.SLUG_11980 1034809.SLUG_17980 260 0 0 260
1034809.SLUG_11980 1034809.SLUG_17070 223 0 0 223
1034809.SLUG_11980 1034809.SLUG_16550 169 0 0 169
1034809.SLUG_11980 1034809.SLUG_13750 185 0 0 185
1034809.SLUG_11980 1034809.SLUG_07590 181 0 0 181
1034809.SLUG_11980 1034809.SLUG_17960 260 0 0 260
1034809.SLUG_11980 1034809.SLUG_16860 184 0 0 183
1034809.SLUG_11990 1034809.SLUG_17570 110 0 301 351
1034809.SLUG_11990 1034809.SLUG_04190 0 0 187 187
1034809.SLUG_11990 1034809.SLUG_14710 0 0 156 155
1034809.SLUG_11990 1034809.SLUG_20400 159 0 0 158
1034809.SLUG_11990 1034809.SLUG_17150 0 0 203 203
1034809.SLUG_11990 1034809.SLUG_12110 156 0 0 155
1034809.SLUG_11990 1034809.SLUG_12860 151 0 148 245
1034809.SLUG_11990 1034809.SLUG_17190 228 0 523 616
1034809.SLUG_11990 1034809.SLUG_07600 0 0 206 206
1034809.SLUG_11990 1034809.SLUG_14570 514 0 266 628
1034809.SLUG_11990 1034809.SLUG_13590 228 0 523 616
1034809.SLUG_11990 1034809.SLUG_18640 157 0 0 156
1034809.SLUG_11990 1034809.SLUG_12690 228 0 239 387
1034809.SLUG_11990 1034809.SLUG_14700 0 0 162 161
1034809.SLUG_11990 1034809.SLUG_14530 0 0 353 353
1034809.SLUG_11990 1034809.SLUG_09810 110 0 248 302
1034809.SLUG_11990 1034809.SLUG_08860 151 0 262 346
1034809.SLUG_11990 1034809.SLUG_17080 301 0 126 362
1034809.SLUG_12000 1034809.SLUG_16330 0 0 262 262
1034809.SLUG_12000 1034809.SLUG_07830 151 0 0 150
1034809.SLUG_12000 1034809.SLUG_12850 0 0 181 181
1034809.SLUG_12000 1034809.SLUG_18660 0 0 463 463
1034809.SLUG_12000 1034809.SLUG_19080 151 0 0 150
1034809.SLUG_12000 1034809.SLUG_23180 192 0 0 192
1034809.SLUG_12000 1034809.SLUG_01530 151 0 0 150
1034809.SLUG_12000 1034809.SLUG_09840 134 0 68 158
1034809.SLUG_12000 1034809.SLUG_17400 0 0 382 382
1034809.SLUG_12000 1034809.SLUG_16250 227 0 0 226
1034809.SLUG_12000 1034809.SLUG_11700 180 0 463 540
1034809.SLUG_12000 1034809.SLUG_10930 151 0 0 150
1034809.SLUG_12000 1034809.SLUG_22790 0 0 463 463
1034809.SLUG_12000 1034809.SLUG_17120 197 0 0 197
1034809.SLUG_12000 1034809.SLUG_23720 193 0 0 193
1034809.SLUG_12000 1034809.SLUG_13530 134 0 68 158
1034809.SLUG_12010 1034809.SLUG_04550 169 0 0 169
1034809.SLUG_12010 1034809.SLUG_22700 152 0 0 151
1034809.SLUG_12010 1034809.SLUG_11280 0 0 258 258
1034809.SLUG_12010 1034809.SLUG_16830 118 372 97 456
1034809.SLUG_12010 1034809.SLUG_00750 169 0 0 169
1034809.SLUG_12010 1034809.SLUG_21110 169 0 0 169
1034809.SLUG_12010 1034809.SLUG_01420 190 0 0 190
1034809.SLUG_12010 1034809.SLUG_20460 0 0 350 349
1034809.SLUG_12010 1034809.SLUG_13680 187 0 0 187
1034809.SLUG_12010 1034809.SLUG_15950 229 804 0 842
1034809.SLUG_12010 1034809.SLUG_20230 225 0 155 317
1034809.SLUG_12010 1034809.SLUG_18890 222 0 0 222
1034809.SLUG_12010 1034809.SLUG_13580 223 0 0 223
1034809.SLUG_12010 1034809.SLUG_13310 224 0 0 224
1034809.SLUG_12010 1034809.SLUG_14600 158 0 0 157
1034809.SLUG_12010 1034809.SLUG_13620 151 0 240 327
1034809.SLUG_12010 1034809.SLUG_12810 0 0 266 266
1034809.SLUG_12020 1034809.SLUG_10300 154 0 0 153
1034809.SLUG_12020 1034809.SLUG_10130 155 0 0 154
1034809.SLUG_12020 1034809.SLUG_06400 155 0 0 154
1034809.SLUG_12020 1034809.SLUG_19310 156 0 0 155
1034809.SLUG_12020 1034809.SLUG_14820 155 0 0 154
1034809.SLUG_12020 1034809.SLUG_20860 155 0 0 154
1034809.SLUG_12020 1034809.SLUG_16710 156 0 0 155
1034809.SLUG_12030 1034809.SLUG_15900 0 0 260 260
1034809.SLUG_12030 1034809.SLUG_02820 199 0 622 684
1034809.SLUG_12030 1034809.SLUG_02670 467 0 250 583
1034809.SLUG_12030 1034809.SLUG_06130 113 0 150 213
1034809.SLUG_12030 1034809.SLUG_00800 0 0 207 207
1034809.SLUG_12030 1034809.SLUG_07050 113 0 150 213
1034809.SLUG_12030 1034809.SLUG_02440 210 0 0 210
1034809.SLUG_12030 1034809.SLUG_13640 467 0 250 583
1034809.SLUG_12030 1034809.SLUG_17880 107 0 141 200
1034809.SLUG_12030 1034809.SLUG_03760 391 0 547 712
1034809.SLUG_12030 1034809.SLUG_16830 200 0 0 200
1034809.SLUG_12030 1034809.SLUG_15310 199 0 200 331
1034809.SLUG_12030 1034809.SLUG_23370 113 0 150 213
1034809.SLUG_12030 1034809.SLUG_09750 210 0 0 210
1034809.SLUG_12030 1034809.SLUG_01600 391 0 547 712
1034809.SLUG_12030 1034809.SLUG_02170 113 0 150 213
1034809.SLUG_12030 1034809.SLUG_05610 210 0 0 210
1034809.SLUG_12030 1034809.SLUG_15120 313 0 202 428
1034809.SLUG_12030 1034809.SLUG_07130 113 0 150 213
1034809.SLUG_12030 1034809.SLUG_02360 199 0 622 684
1034809.SLUG_12040 1034809.SLUG_15350 161 0 0 161
1034809.SLUG_12040 1034809.SLUG_07730 187 0 0 187
1034809.SLUG_12040 1034809.SLUG_11800 195 0 0 195
1034809.SLUG_12040 1034809.SLUG_00020 223 0 0 223
1034809.SLUG_12040 1034809.SLUG_10720 161 0 0 161
1034809.SLUG_12050 1034809.SLUG_04770 154 0 0 153
1034809.SLUG_12050 1034809.SLUG_20250 229 0 0 228
1034809.SLUG_12050 1034809.SLUG_15560 253 0 0 252
1034809.SLUG_12050 1034809.SLUG_21090 172 0 0 171
1034809.SLUG_12050 1034809.SLUG_15490 226 0 0 225
1034809.SLUG_12050 1034809.SLUG_03510 141 214 0 295
1034809.SLUG_12050 1034809.SLUG_22570 221 0 0 221
1034809.SLUG_12050 1034809.SLUG_09400 224 0 0 224
1034809.SLUG_12050 1034809.SLUG_22830 195 0 0 195
1034809.SLUG_12050 1034809.SLUG_19100 228 0 0 227
1034809.SLUG_12050 1034809.SLUG_20990 152 0 0 151
1034809.SLUG_12050 1034809.SLUG_03660 154 0 0 153
1034809.SLUG_12050 1034809.SLUG_18220 162 0 0 161
1034809.SLUG_12050 1034809.SLUG_11530 247 0 0 246
1034809.SLUG_12050 1034809.SLUG_16830 148 0 152 246
1034809.SLUG_12050 1034809.SLUG_01550 161 0 0 161
1034809.SLUG_12050 1034809.SLUG_00160 260 0 0 260
1034809.SLUG_12050 1034809.SLUG_03880 227 0 0 226
1034809.SLUG_12050 1034809.SLUG_09120 224 0 0 224
1034809.SLUG_12050 1034809.SLUG_13050 144 605 52 651
1034809.SLUG_12050 1034809.SLUG_15140 161 0 0 161
1034809.SLUG_12050 1034809.SLUG_03830 162 0 0 161
1034809.SLUG_12050 1034809.SLUG_11160 247 0 0 246
1034809.SLUG_12050 1034809.SLUG_10310 162 0 0 161
1034809.SLUG_12050 1034809.SLUG_23520 152 0 0 151
1034809.SLUG_12050 1034809.SLUG_05090 224 0 0 224
1034809.SLUG_12050 1034809.SLUG_14360 257 0 0 256
1034809.SLUG_12050 1034809.SLUG_15380 161 0 0 161
1034809.SLUG_12050 1034809.SLUG_11950 149 506 71 575
1034809.SLUG_12050 1034809.SLUG_10460 154 0 0 153
1034809.SLUG_12050 1034809.SLUG_13820 209 0 0 209
1034809.SLUG_12050 1034809.SLUG_02190 154 0 0 153
1034809.SLUG_12050 1034809.SLUG_09450 154 0 0 153
1034809.SLUG_12050 1034809.SLUG_04300 154 0 0 153
1034809.SLUG_12050 1034809.SLUG_04220 162 0 0 161
1034809.SLUG_12050 1034809.SLUG_22950 152 0 0 151
1034809.SLUG_12050 1034809.SLUG_17860 161 0 0 161
1034809.SLUG_12050 1034809.SLUG_09960 185 0 0 185
1034809.SLUG_12050 1034809.SLUG_12200 209 0 0 209
1034809.SLUG_12050 1034809.SLUG_11490 152 0 0 151
1034809.SLUG_12060 1034809.SLUG_23180 473 0 0 473
1034809.SLUG_12060 1034809.SLUG_03880 258 0 0 258
1034809.SLUG_12060 1034809.SLUG_11860 228 0 0 227
1034809.SLUG_12060 1034809.SLUG_06910 214 0 0 214
1034809.SLUG_12060 1034809.SLUG_11160 262 0 0 262
1034809.SLUG_12060 1034809.SLUG_13820 230 0 0 229
1034809.SLUG_12060 1034809.SLUG_02190 162 0 0 161
1034809.SLUG_12060 1034809.SLUG_10460 162 0 0 161
1034809.SLUG_12060 1034809.SLUG_09450 162 0 0 161
1034809.SLUG_12060 1034809.SLUG_12200 230 0 0 229
1034809.SLUG_12060 1034809.SLUG_03150 231 0 0 230
1034809.SLUG_12060 1034809.SLUG_15490 260 0 0 260
1034809.SLUG_12060 1034809.SLUG_20250 262 0 0 262
1034809.SLUG_12060 1034809.SLUG_04770 162 0 0 161
1034809.SLUG_12060 1034809.SLUG_19100 260 0 0 260
1034809.SLUG_12060 1034809.SLUG_09540 209 0 0 209
1034809.SLUG_12060 1034809.SLUG_04300 162 0 0 161
1034809.SLUG_12060 1034809.SLUG_11700 180 0 0 179
1034809.SLUG_12060 1034809.SLUG_15650 223 0 0 223
1034809.SLUG_12060 1034809.SLUG_11530 262 0 0 262
1034809.SLUG_12060 1034809.SLUG_15560 261 0 0 261
1034809.SLUG_12060 1034809.SLUG_03660 162 0 0 161
1034809.SLUG_12080 1034809.SLUG_14040 161 0 0 161
1034809.SLUG_12080 1034809.SLUG_23360 161 0 0 161
1034809.SLUG_12080 1034809.SLUG_16130 157 0 0 156
1034809.SLUG_12090 1034809.SLUG_14110 229 0 0 228
1034809.SLUG_12090 1034809.SLUG_07910 514 939 0 969
1034809.SLUG_12090 1034809.SLUG_12470 999 0 0 999
1034809.SLUG_12090 1034809.SLUG_11700 180 0 0 179
1034809.SLUG_12090 1034809.SLUG_22590 725 0 0 725
1034809.SLUG_12090 1034809.SLUG_16230 999 994 0 999
1034809.SLUG_12090 1034809.SLUG_22710 264 0 435 566
1034809.SLUG_12090 1034809.SLUG_07850 999 641 0 999
1034809.SLUG_12090 1034809.SLUG_07740 999 641 0 999
1034809.SLUG_12090 1034809.SLUG_14290 507 994 0 996
1034809.SLUG_12090 1034809.SLUG_13530 218 708 0 761
1034809.SLUG_12090 1034809.SLUG_13260 999 910 0 999
1034809.SLUG_12090 1034809.SLUG_13600 983 0 0 983
1034809.SLUG_12090 1034809.SLUG_16410 999 994 0 999
1034809.SLUG_12090 1034809.SLUG_09470 999 0 0 999
1034809.SLUG_12090 1034809.SLUG_14030 156 0 0 155
1034809.SLUG_12090 1034809.SLUG_23280 153 0 0 152
1034809.SLUG_12090 1034809.SLUG_22680 996 870 0 999
1034809.SLUG_12090 1034809.SLUG_11440 229 0 0 228
1034809.SLUG_12090 1034809.SLUG_07720 999 636 0 999
1034809.SLUG_12090 1034809.SLUG_13270 835 0 0 835
1034809.SLUG_12090 1034809.SLUG_07950 307 0 0 307
1034809.SLUG_12090 1034809.SLUG_12300 383 0 0 382
1034809.SLUG_12090 1034809.SLUG_14400 207 0 0 207
1034809.SLUG_12090 1034809.SLUG_20180 835 0 0 835
1034809.SLUG_12090 1034809.SLUG_01530 220 0 0 220
1034809.SLUG_12090 1034809.SLUG_12710 999 0 0 999
1034809.SLUG_12090 1034809.SLUG_23430 229 0 0 228
1034809.SLUG_12090 1034809.SLUG_15490 239 0 0 238
1034809.SLUG_12090 1034809.SLUG_07890 405 0 0 405
1034809.SLUG_12090 1034809.SLUG_22650 335 0 0 335
1034809.SLUG_12090 1034809.SLUG_07870 999 783 0 999
1034809.SLUG_12090 1034809.SLUG_17420 999 0 0 999
1034809.SLUG_12090 1034809.SLUG_23150 405 751 0 845
1034809.SLUG_12090 1034809.SLUG_07830 999 994 0 999
1034809.SLUG_12090 1034809.SLUG_13150 160 0 0 159
1034809.SLUG_12090 1034809.SLUG_18420 305 0 0 305
1034809.SLUG_12090 1034809.SLUG_22720 305 0 0 305
1034809.SLUG_12090 1034809.SLUG_15760 158 0 0 157
1034809.SLUG_12090 1034809.SLUG_16380 911 0 0 911
1034809.SLUG_12090 1034809.SLUG_07710 999 641 0 999
1034809.SLUG_12090 1034809.SLUG_10930 220 0 0 220
1034809.SLUG_12090 1034809.SLUG_22700 996 0 0 996
1034809.SLUG_12090 1034809.SLUG_15900 100 0 121 175
1034809.SLUG_12090 1034809.SLUG_20450 792 0 0 792
1034809.SLUG_12090 1034809.SLUG_22630 398 864 0 914
1034809.SLUG_12090 1034809.SLUG_09400 213 0 0 213
1034809.SLUG_12090 1034809.SLUG_22610 999 994 0 999
1034809.SLUG_12090 1034809.SLUG_20860 230 0 0 229
1034809.SLUG_12090 1034809.SLUG_13360 997 910 0 999
1034809.SLUG_12090 1034809.SLUG_10180 156 0 0 155
1034809.SLUG_12090 1034809.SLUG_07790 999 0 0 999
1034809.SLUG_12090 1034809.SLUG_22640 310 0 463 613
1034809.SLUG_12090 1034809.SLUG_16180 158 0 0 157
1034809.SLUG_12090 1034809.SLUG_16660 230 0 0 229
1034809.SLUG_12090 1034809.SLUG_12730 999 0 0 999
1034809.SLUG_12090 1034809.SLUG_07840 999 641 0 999
1034809.SLUG_12090 1034809.SLUG_16820 377 0 0 377
1034809.SLUG_12090 1034809.SLUG_16550 160 0 0 159
1034809.SLUG_12090 1034809.SLUG_09840 218 708 0 761
1034809.SLUG_12090 1034809.SLUG_02440 185 0 0 185
1034809.SLUG_12090 1034809.SLUG_16300 354 0 0 354
1034809.SLUG_12090 1034809.SLUG_07810 999 638 0 999
1034809.SLUG_12090 1034809.SLUG_16860 457 0 0 457
1034809.SLUG_12090 1034809.SLUG_24180 153 0 0 152
1034809.SLUG_12090 1034809.SLUG_13830 835 0 0 835
1034809.SLUG_12090 1034809.SLUG_23070 996 0 0 996
1034809.SLUG_12090 1034809.SLUG_22620 999 994 0 999
1034809.SLUG_12090 1034809.SLUG_23870 999 910 0 999
1034809.SLUG_12090 1034809.SLUG_20480 999 783 0 999
1034809.SLUG_12090 1034809.SLUG_07860 999 994 141 999
1034809.SLUG_12090 1034809.SLUG_21200 153 0 0 152
1034809.SLUG_12090 1034809.SLUG_07770 999 0 0 999
1034809.SLUG_12090 1034809.SLUG_16910 305 0 0 305
1034809.SLUG_12090 1034809.SLUG_08010 999 641 0 999
1034809.SLUG_12090 1034809.SLUG_07940 999 925 0 999
1034809.SLUG_12090 1034809.SLUG_17390 224 0 0 224
1034809.SLUG_12090 1034809.SLUG_10740 229 0 0 228
1034809.SLUG_12090 1034809.SLUG_22690 995 783 0 998
1034809.SLUG_12090 1034809.SLUG_06400 230 0 0 229
1034809.SLUG_12090 1034809.SLUG_07700 999 994 0 999
1034809.SLUG_12090 1034809.SLUG_07730 999 994 0 999
1034809.SLUG_12090 1034809.SLUG_12840 721 0 0 721
1034809.SLUG_12090 1034809.SLUG_22790 514 0 0 514
1034809.SLUG_12090 1034809.SLUG_08020 999 922 0 999
1034809.SLUG_12090 1034809.SLUG_20190 224 0 0 224
1034809.SLUG_12090 1034809.SLUG_22600 835 0 0 835
1034809.SLUG_12090 1034809.SLUG_12960 207 0 0 207
1034809.SLUG_12090 1034809.SLUG_13870 229 0 0 228
1034809.SLUG_12090 1034809.SLUG_07780 999 994 0 999
1034809.SLUG_12090 1034809.SLUG_09490 835 0 0 835
1034809.SLUG_12090 1034809.SLUG_05610 185 0 0 185
1034809.SLUG_12090 1034809.SLUG_09750 185 0 0 185
1034809.SLUG_12090 1034809.SLUG_07930 999 994 0 999
1034809.SLUG_12090 1034809.SLUG_09380 153 0 0 152
1034809.SLUG_12090 1034809.SLUG_23890 999 922 0 999
1034809.SLUG_12090 1034809.SLUG_07680 999 994 0 999
1034809.SLUG_12090 1034809.SLUG_13620 207 0 0 207
1034809.SLUG_12090 1034809.SLUG_16610 999 922 0 999
1034809.SLUG_12090 1034809.SLUG_17160 305 0 0 305
1034809.SLUG_12090 1034809.SLUG_10800 221 0 0 221
